marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,review_headline,review_body,review_date
US,12459634,R3MLL7RWQF0O81,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,2,3,N,MUST buy for new babies,"I LOVE WubbaNubs. &#34;Giraffee&#34; is one of my daughters favorite ones. WubbaNub's are perfect for babies. Once they can grab, the animal makes it so easy for the baby to find and stick back in their own mouth due to its size. This is nice because when they wake up in the middle of the night they can grab it and reassert it. Helps the baby to soothe themselves and fall right back to sleep. Plus they are absolutely adorable! Now that my daughter is older she loves to babble at her giraffe. They also can chew on different parts of the animal/noonie.<br /><br />I wash my daughters every other day in the washing machine and leave it to air dry! Super easy to clean!",8/30/2015
US,20370560,R3I217L0P5PRJ1,B000P22YTI,508170926,wubbanub infant plush toy pacifier green frog,Baby,5,0,0,N,Our daughter loves it!,Our daughter loves her frog so much that we now have two of them.  This is great because if she wakes up in the middle of the night and wants her pacifier she can easily grab it herself!,8/30/2015
US,14324704,R2WOALUE0F2T34,B0082I1IOO,658108028,"mam glow in the dark night orthodontic pacifier, girl, 6+ months, 2-count",Baby,5,0,0,N,Five Stars,Excellent,8/30/2015
US,11209957,RJ2ESUGLL44TE,B0078HD4LK,376433342,"nuk pacifier, advanced orthodontic, colors may vary, 0-6 m, 2 pack",Baby,5,0,0,N,My infant loves these. They are high-quality material and ...,"My infant loves these. They are high-quality material and the nipple fit in my daughter's mouth when she was only a few days old. She's still using them at 7 weeks and will probably continue until she graduates to the larger size. They seem a little pricey, but I am willing to pay a higher price for NUK products.",8/30/2015
US,9232648,R12GS48GGS342D,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",Baby,5,0,0,N,!,"Good product, as described. Arrived on time",8/30/2015
US,22407263,RF9AFROPBZDOB,B00BVUQEWG,211963857,"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack",Baby,5,0,0,N,Great!,These arrived yesterday and I'm so excited! Our daughter spits her pacifiers out between rooms at night and I find myself frantically searching the dark floor. I set them under a lamp for a few minutes and it was still glowing when I went t check on her hours later. Very happy with this purchase!,8/29/2015
US,130819,RB9WN05XBWHNS,B00EDKT4UU,449819764,wubbanub infant pacifier - tiger,Baby,5,0,0,N,Bought one because I heard good things about it,Bought one because I heard good things about it. My son loves it! I'll be buying more in the future!,8/29/2015
US,10544851,R19MRGJZHVATQ3,B00PF841HA,449026476,"philips avent freeflow pacifier bpa, free blue / white, 0-6 months",Baby,5,0,0,N,Favorite pacifiers,These are our favorite pacifiers and I will continue to buy them for my own babies as well as gifts for others.,8/29/2015
US,261873,R3K4BR7TIXGEOX,B00KCNIOUI,495764832,chicco pacifier soft silicone,Baby,2,0,0,N,"The nipple part of the pacifier is fine, but didn't seem like anything special","The nipple part of the pacifier is fine, but didn't seem like anything special.  The shape of the area around the face makes for a great &#34;handle&#34; for baby to hold on to and yank the pacifier out.  My daughter continually pulled out the pacifier and would get really upset, so we quit using them.",8/29/2015
US,5917281,R32PSTXBHIC7L7,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,5,0,0,N,... went above and beyond to make sure I was satisfied. Thanks,"All I have to say is wow for both the product and the seller my baby girl loves these and while there was a tiny misunderstanding which wasn't even that big of a deal this seller went above and beyond to make sure I was satisfied.<br /><br />Thanks,",8/29/2015
US,39824225,R276A8JHY3995L,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby,5,0,0,N,Great compact pacifiers,"These pacifiers are compact, orthodontic, and my son took to them instantly. I also love the carrying case that can be used to sterilize the pacifiers in the microwave.<br /><br />I wish they glowed a little more brightly and for a longer time (they lose their glow after ~thirty minutes or so), but it's not a huge issue.",8/29/2015
US,23440754,RG069FYKF0U2U,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,4,0,0,N,these work great and are super easy to attach to a pacifier ...,"Hey, these work great and are super easy to attach to a pacifier clip, but they don't even kind of glow in the dark.",8/29/2015
US,38035798,R2LHORKBRA09RO,B001KK6I8M,396695183,wubbanub infant pacifier - red dog,Baby,5,0,0,N,Five Stars,The best,8/29/2015
US,19852922,R28NXUO2TRX9ZW,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Finally!  Success!,The only binky we've been able to get the little one to take!,8/29/2015
US,49541958,R3R0UQWQOR8MDJ,B00BIFAEEI,955350284,dr. brown's prevent classic pacifier,Baby,5,0,0,N,Five Stars,"Came fast, item just as described.",8/28/2015
US,12790123,R3E7AL77KGTT8B,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Favorite Binkie,Our grandson started on this binkie while still in the NICU. The monkey's weight keeps it pretty much in place - and because of its size it hasn't been misplaced or lost.,8/28/2015
us,28209752,rsblgx98wsfrn,b00dqed5ya,401739231,"poopoose wiggle free diaper changing pad/ changing table pad, white, 16 x 32 x 3.5",Baby,5,1,1,N,Amazing product.,Made diaper changes a breeze. Amazing product.,8/28/2015
US,50661704,R17CIEP2M4146I,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,5,0,0,N,Five Stars,Great!,8/28/2015
US,14633946,R398TDP4U486LC,B00ER74RGU,943205696,"billy bob baby pacifier, 3 pack",Baby,4,0,0,N,Four Stars,good,8/28/2015
US,14942043,R33ZWKQXUQQDZ,B00A282SGO,574097816,"mam glow in the dark night orthodontic pacifier, unisex, 0-6 months, 2-count",Baby,5,0,0,N,Love these!,We love these binkies! They glow in the dark which is great. I would note that they won't keep their glow all night long but they do for most of the night. We keep a few of these in a bowl on the dresser so that I can just grab another one if the first one is &#34;lost&#34; in the bed at night. I would recommend this product.,8/28/2015
US,17428305,R25DMG4XWJJ3DE,B00URNO4GG,704366834,"mustache pacifier for baby boys 6-12 months (2pcs), dlux products baby funny gentleman appease & control your child- made of bpa-free, odorless & 100% food-grade silicone according to en 1400 & us cpsc standards - makes ideal gift!",Baby,5,0,0,N,My son (3 mos old) loves these and everyone gets ...,My son (3 mos old) loves these and everyone gets a kick out of seeing him with them in his mouth!  They're a hoot!  Just as durable as any other pacifier we use.,8/28/2015
US,34407698,R7LY1OIA4JT2L,B00IOGIE14,221535473,"mam love & affection orthodontic pacifier, i love mommy, boy, 0-6 months, 2-count",Baby,5,0,0,N,Love them!!,My son loves these! I had gotten the I love daddy ones at the store and was so excited to see the had the I love mommy ones too!! Now we secretly slip one or the other in his mouth as a friendly competition!!!,8/27/2015
US,46898256,R1Z2PRKQW6QYYN,B00GVZ6BG0,224554568,jollypop pacifier 6 pack unscented,Baby,5,5,5,N,It seems very sturdy and is made in the USA,"This is the only pacifier my daughter will take (and we tried seven different kinds!). The nipple on this pacifier seems to be a little shorter/smaller than other pacifiers, which I think is part of the reason she prefers it. It seems very sturdy and is made in the USA, which I really appreciate! If you have tried other pacifiers and your child won't take them, it is worth giving Jollypop a try. Important to note-- I cannot find this in any stores near me, so online ordering may be your only option.",8/27/2015
US,37236064,R2NH9GDPZDEL9W,B00AHO43BG,667171015,fctry - baby pacifiers,Baby,5,0,0,N,Bought this to go with infant tux for a wedding ...,Bought this to go with infant tux for a wedding.  Little guy was a real hit.  Took lots of pictures to remember.,8/27/2015
US,12647892,R2O1PZX3XZ9ZOF,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,Four Stars,Grandson likes them,8/27/2015
US,15368007,R2FCN5FV5F97WC,B0031VLRYI,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,Five Stars,Can't say enough good things about the WubbaNub - wish it had a clasp to attach to clothing,8/27/2015
US,15801125,RRHADB6U5D4E1,B00BVUQF02,513520259,"mam newborn latex start orthodontic pacifier, girl, 0+ months, 2-count",Baby,3,0,0,N,Not her faves...,Our daughter does not seem to like these mam pacifiers as much as she seems to like the unisex mam newborn ones with the clear nipple. Can't say why as she can't tell me (she's 3 weeks old) but she very frequently spits these out or won't take them at all but is always receptive to and soothed by the clear bunny/heart combo ones. Cute colors and images though!,8/27/2015
US,6246490,R139D5GYPAJDRZ,B0033WRT9W,934761232,"mam 2 pack trends silicone pacifier, 6 months",Baby,3,0,0,N,Three Stars,the same designe i choose not recive ! the one what i got is deffrinet 😑,8/27/2015
US,37562701,R1BGPCYL8W5VA1,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,3,5,5,N,Not quite convenient and the creases are not very attractive,"It's a bit of an inconvenient game because you have to cut every single pacifier out. Also, it just killed my OCD that the poster itself and many of the pacifiers are creased because the game comes folded in a package. If you've spent so much time making the decor for your party pretty, the creased game will detract from that. Having said that, my guests really did enjoy playing this game. You might be better off making your own, prettier version of this game.",8/27/2015
US,38123936,R3LVPU0EI7A8W1,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,I'm in love...and so is my baby!,"This cute lil puppy paci has prompted so many adorable pictures. I bought this after having to put paci's back in baby's mouth when they fell out way too many times in a row. I thought this would be a better alternative because the puppy could sit on her chest while the paci is in her mouth. It does exactly that. Granted, it's not heavy so it can be knocked off, but I wouldn't want it to be heavy. ;) Love it!",8/27/2015
US,21999203,RTW8JH4X2T475,B00B8VXDBS,873727498,philips avent bpa free soothie pacifier,Baby,5,0,0,N,Five Stars,The only paci my little one is willing to accept.,8/27/2015
US,44136141,R3IISR5NZR7M5F,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,5,0,0,N,Five Stars,Love the glowing part in the night. Very useful in order not to wake up my little guy.,8/27/2015
US,28234411,R3DF3KZPQAY5TF,B0081ZOWG4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1,0,1,N,Hole in tip!,I could only use one of them because the other one had a hole in the tip which just caused my baby to suck in air.  I noticed another buyer had this same issue.  Not impressed!,8/27/2015
US,14988471,R2M6JWR2M8J8O7,B00205JY78,981045906,personalized pacifiers pacifier,Baby,5,0,0,N,Five Stars,Thank you...! I received it today! Really cute...,8/27/2015
US,12329956,R2MBPE42AL8HJB,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Baby,4,0,0,N,"Functional, but don't buy them for aesthetic reasons",My baby really likes these pacifiers and the handle makes them easy to hold onto or attach to his clothes (or ours if we are wearing him). The designs don't last beyond several washings though and they don't glow in the dark. I'm especially disappointed that feature doesn't work better because I ws excited to have some help when feeling around for a dropped paci in the dark while trying to soothe the baby back to sleep.,8/27/2015
US,46882668,R2H5Z6KTXYVPDU,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,"the gave one to my son while he was in the NICU at UCSF and he loved it, it was easier to stay in his ...","These are a little pricey, the gave one to my son while he was in the NICU at UCSF and he loved it, it was easier to stay in his mouth, he doesn't really use a binky now but still plays with it and its a fun thing to have around.",8/27/2015
US,13412403,RGW6HZB0F8EHG,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Five Stars,Works for my newborn,8/26/2015
US,33642637,R1BUXLXR3JDCOO,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,My month old loves them and so do I because they're easy for him to find and put in his mouth,We have several of these! My month old loves them and so do I because they're easy for him to find and put in his mouth.,8/26/2015
US,14563904,R1DWYYC1QWV7PJ,B00BVUQDYA,33280098,"mam pearl orthodontic pacifier, girl, 6+ months, 2-count",Baby,5,0,0,N,We love our Mam pacis!,"These pacifiers are gorgeous! I know that sounds silly but they really are. They are sparkly which is fantastic for anyones little princess. I thought these were really cute in the picture but they are even better in person. These are by far my favorite pacifiers just for the pictures on them alone. All of the pacifiers we have in our house for our kiddos are Mam. We have tried many other pacifiers and none compare as far as quality, cuteness and the fact that my kids preferred them.",8/26/2015
US,34573038,RHT25183W91GO,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,1,1,N,Great product - our baby loves it!,"Most parents know that not all babies will use just any pacifier.  My 9 month old has consistently preferred Avent pacifiers since he was a newborn.  We switched to the next biggest size at 8 months, and it took a little while for him to get used to it.  He uses both the smaller and the bigger sizes now.  I love the designs and different colors although I don't believe you can specify colors when you order through Amazon.",8/26/2015
US,536900,R14J1X32N8O6KU,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,3,0,0,N,Three Stars,Fun game,8/26/2015
US,51548376,R3A7R5SLIU4JCL,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,2,0,0,N,Two Stars,Very cute bit TINY!,8/26/2015
US,1990431,R2L6QTVHUOEB5S,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Very cute,Love it it's soft and easy for baby to hold on to,8/26/2015
US,13349835,R9QPNS02RQN7V,B00BVUQEWG,211963857,"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack",Baby,5,0,0,N,Five Stars,baby loves it!,8/26/2015
US,992950,RFPEDEJWHK71C,B00JS4DIKS,495764832,chicco pacifier soft silicone,Baby,5,0,0,N,❤️,👍🏼,8/26/2015
US,14683391,R2DJNNJPFZQZ8X,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby,5,0,0,N,Great for nighttime,These are the best pacifiers for nighttime pacifier replacement. Glows all night after some exposure to light. Of course your baby has to like the MAM style but that's simply an issue of preference.,8/26/2015
US,41255395,RKZ7E8MZ81Z1F,B0097JPQ7M,920298244,wubbanub infant plush pacifier set,Baby,3,0,0,N,Okay but you can find better ones,Don't like that you can't take the pacifier off and sterilize it but other than this okay. My daughter didn't care for it,8/26/2015
US,48851896,RAYT0H5MYNJIZ,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,4,0,0,N,Perfect for baby,The only pacifier that my baby will use,8/26/2015
US,14639532,R11XQNQQHXVLE0,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Baby,4,0,0,N,Tommee Tippee pacifiers are the only ones my baby will ...,Tommee Tippee pacifiers are the only ones my baby will use.  I just wish you could choose the colors.,8/26/2015
US,21843679,R1TOPQ9LYVWLEQ,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Five Stars,So cute,8/26/2015
US,48024651,R3L2XRVPW48ZH4,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,2,0,0,N,Meh.,My baby didn't like those. She likes the MAM pacifiers instead.,8/25/2015
US,18488126,R19YVWB63R7ISL,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,5,0,0,N,Love these,Our baby boy loves these. It's the same ones as the ones they provide in the hospitals. He doesn't like any other kind. It probably is because it's the most similar to a mothers breast? Not sure why. It is BPA free!,8/25/2015
US,1593785,R9ANTZOZ8KVRL,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Baby,5,0,0,N,These were too big for my baby's mouth at first ...,These were too big for my baby's mouth at first but by 3 months it is his pacifier of choice. My baby is breast fed and does not usually take a pacifier. But at night he will or if he needs soothing in the car and this one does the trick!,8/25/2015
US,26845242,R2MAKK4LLO8EFU,B00264YZNG,432096885,personalized pacifiers pacifier,Baby,5,0,0,N,Five Stars,Love it,8/25/2015
US,4452758,R2LP2MOF6R67VN,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,2,2,N,We love it!,"This is my second one. My son loves them. The monkey lays flat on his tummy, which is why I like it. Will be buying another soon!",8/25/2015
US,39571692,R2P984ZAWSXNP8,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,For my granddaughter. She has been raised on avent ...,For my granddaughter.  She has been raised on avent pacifiers and bottles.  Her mother swears by this product.,8/25/2015
US,51125997,R3FD4HXLLMNKQV,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,1,1,2,N,Not worth the money,"Um you can see inside the babies mouth, also the baby is expecting food as it is the same shape as a regular bottle nipple, babies mouth is wide open when sucking on this, I'm not saying, I'm just saying its weird and the baby didn't like it, go to Walmart and get any of the other 100 kinds, same s#!t",8/25/2015
US,20024419,RTQ7NXXDVJ0O6,B00AWT892A,995615099,"mam trends silicone orthodontic pacifier, boy, 0-6 months, 2-count",Baby,5,0,0,N,I really like this particular brand of pacifiers,"I really like this particular brand of pacifiers. They are my son's favorite. This brand has pacifiers 0-3, 0-6 and 6+ but I did not know that initially and got a few packs of 0-3 as we lose them constantly. Now I would just get 0-6 and later 6+.",8/25/2015
US,17876890,R2X97G2665BLF4,B00CGF1WPO,464288222,mary meyer wubbanub infant pacifier,Baby,5,0,0,N,Five Stars,"Super cute, very soft and perfect size!",8/25/2015
US,3446991,R5BTBQ3YZJEIB,B00I90HUQ0,935524314,"mary meyer wubbanub plush pacifier, monkey",Baby,5,0,0,N,A welcome invention. I'm taking care of my new ...,A welcome invention. I'm taking care of my new baby Granddaughter and loving every minute. Didn't have these when raising my children and always looking for the pacifier. Wonderful,8/25/2015
US,28873231,RYRO12BSTMG87,B003YI4VIW,747068001,baby fanatic nfl team pacifier 2 pack,Baby,5,0,0,N,Must have for Cowboy's fans,Love it when my son walks around the house with this binkie in his mouth :),8/25/2015
US,46173590,R129FJQB145221,B00T2ZFDTC,365343975,tommee tippee every day pacifier 0-3 months 2 pack,Baby,5,0,0,N,Five Stars,The only bunny my daughter would take.,8/25/2015
US,45438967,R29OV6OSLX7VQC,B00005C0KD,451617076,gerber first essentials 2 pack soft center latex pacifier,Baby,5,1,1,N,We like it. And i'm sure we will be reading ...,"These work well for my son. I don't think the shape is orthodontically approved, but really... would any pacifier be when you think about it? We like it. And i'm sure we will be reading every internet blog about how to get rid of these things any day now!!",8/25/2015
US,7051324,R2RA264AB5EG8E,B00IOGIE14,221535473,"mam love & affection orthodontic pacifier, i love mommy, boy, 0-6 months, 2-count",Baby,5,0,0,N,the color is deep green (which is good) but the TASTE OS HORRIBLE!!,"The smell is okay, the color is deep green (which is good) but the TASTE OS HORRIBLE!!",8/25/2015
US,20405153,R1GLNZNZ6SQ0VM,B00BTWEUOK,523549949,"mam feed & soothe bottle & pacifier gift set, unisex, 0+ months, 6-count",Baby,5,0,0,N,Great set for bottles an pacifiers,Our little one really likes both the bottles and the pacifiers in this set.  Plus the easy bottle sterilization system is fantastic.,8/25/2015
US,48384245,R1NELFZURZ2394,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Must Have!,"We cannot live without this for our 11 month old. It was perfect when he was younger and had trouble grasping small objects. Sometimes he doesn't even use the paci part of it, the monkey acts as enough of a &#34;security blanket&#34; for him.<br />When he was smaller, we also propped this up on his chest into his mouth when he is in his crib so it less likely to fall and roll away.",8/25/2015
US,16785314,R1GA1X199CI282,B00BI2V6G6,515907812,nuby paci cradle pacifier box,Baby,5,0,0,N,Five Stars,You can't find these in the retail stores. These are a life saver.,8/25/2015
US,50549848,RSWPIE4Y8G1RU,B004GY8A58,343148814,the first years gumdrop newborn pacifier,Baby,5,0,0,N,Great baby binky,Great pacifiers. It's really nice that it's one piece and easy to disinfect and keep clean.,8/24/2015
US,13677536,R3KMVPIDCX0ZXS,B008WHMCFE,905342430,pullypalz - the interactive pacifier toy,Baby,5,0,0,N,I attached this to my baby's mobile above his crib ...,"I attached this to my baby's mobile above his crib when I was sleep training, and he never cried longer than 5 minutes. He wakes up, finds his binky and goes back to bed. It's changed my life. My baby is 6 months old. I did have it attached to his carseat for about a week or two so he learned how to use it before I used it in his crib.",8/24/2015
US,21520309,R39C7KE82QARUX,B00B4DD0MC,28435092,"mam air orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Sanitizer case is a nice addition,"The case they come in acts as a sanitizer, which is a nice addition. You just fill with water to the level and microwave for 3 min. They are very sturdy and love the color/design for a baby boy. If you have an infant &#62; 6 months, I would strongly recommend checking this out.",8/24/2015
US,18027484,R14VW64XW155V1,B00BRHSD5Y,129348876,"summer infant pacifier thermometer, teal/white",Baby,4,0,0,N,It works just fine and does its purpose but it's a bit slow,Temp reads a little lower than it should and it takes around 5 minutes to get the temp. It works just fine and does its purpose but it's a bit slow.,8/24/2015
US,3593854,R1M5LEX1BH0RQ6,B00H30E9DY,379394235,wubbanub zebra pacifier,Baby,3,0,0,N,Three Stars,It's cute but not heavy enough my newborn can easily push it out of her mouth,8/24/2015
US,139093,R731YMDMW9JXO,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,5,0,0,N,Love,So cute. Love it,8/24/2015
US,25641288,R3UOUNVET516OW,B002J265OM,429084754,"2 pack natursutten bpa-free natural rubber pacifier,rounded nipple",Baby,4,0,0,N,Four Stars,My son will only use this pacifier.,8/24/2015
US,35533756,R1OZUHZUXD0R2L,B008A65V4G,506569016,1- pin the pacifier on the baby,Baby,5,0,0,N,"loved this, and loved that we had a game ...","loved this, and loved that we had a game for the &#34;little&#34; girls to play at our baby shower",8/24/2015
US,16969217,R310NVVI9PIHTL,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,Four Stars,These are the only ones my son will use.  Tough material even when my puppies grab them.,8/24/2015
US,16227353,R3QMHQM8W47IO9,B00L434P5I,389043588,ecosusi 5-piece set includes diaper bag + changing pat + transparent wet bag + pvc bag + pacifier bag,Baby,1,0,0,N,Would not recommend.,Snaps broke first time I used it.  Would not recommend.,8/24/2015
US,13884156,R1W2WL0SRIL2X,B004LKRYLS,953521763,philips avent 2 pack bpa free pacifier,Baby,5,0,0,N,Great price. These are the only brand my baby ...,Greats &#34;binks&#34;. Great price. These are the only brand my baby will use.,8/24/2015
US,27441974,R1Y4WSOPOPC89S,B00BTWEUPE,597077781,"mam feed & soothe bottle & pacifier gift set, boy, 0+ months, 6-count",Baby,5,0,0,N,great buy,Great set. My son has colic and these seem to do the trick. Very happy.,8/24/2015
US,39620036,R2AABN1GYF3UVA,B00QAZA4RS,572944212,mary meyer wubbanub pacifier oatmeal bunny,Baby,5,0,0,N,Wub!,Special wub for a special granddaughter :),8/24/2015
US,40460015,R2U82LEBDLN3LD,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Five Stars,Just like the one from the hospital. Great price. One in each room of the house,8/24/2015
US,45645789,R1OL3OO3SLN95F,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Love wubbanubs!,Love wubbanubs!! Best pacifier for newborn babies as the animal holds the pacifier close to their mouth even when it pops out. Often my 6 week old can put it back in his own mouth when it pops out or I can grab it quickly since it stays against his chest. We have tried other pacifiers but he won't take any of them except this kind. So now we own five of them.  To clean them I just throw them in the washing machine with the baby clothes and they come out in good shape every time.,8/24/2015
US,40139001,R9LWXAGBRBRR5,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Baby,5,0,0,N,Ingenious and Cute.,"Harder to lose, harder to drop.<br />Easier to cuddle, easier to love.",8/23/2015
US,2462378,R1LYI1CNWLHU89,B001BXREG8,869138578,wubbanub (tm) dragon pacifier!,Baby,5,0,0,N,But still good product,Wish it could be bigger! But still good product,8/23/2015
US,14469664,R118VPCWPTKMPW,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,2,0,1,N,Two Stars,Baby did not like it. Also the wrong color was sent to us,8/23/2015
US,25042210,R3NNJ8XUV0LS4P,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,0,0,N,Great Paci for newborn,"These were the only pacifiers that our newborn took to when we introduced at 3 weeks. They are a little large but it doesn't seem to bother her and the shape keeps it from hitting her little nose. She wanted nothing to do with the soothies. For the price I definitely recommend trying these out, every kid is different of course but we couldn't be happier with these!",8/23/2015
