企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
E124,03822660,2018/1/4,D00585,999999.99 ,110000.00 ,1109999.99 ,作废发票
E124,03822661,2018/1/4,D00585,269193.87 ,29611.33 ,298805.20 ,作废发票
E124,09506101,2018/1/5,D00387,563106.80 ,16893.20 ,580000.00 ,作废发票
E124,03822670,2018/1/8,D00116,551567.16 ,60672.39 ,612239.55 ,作废发票
E124,03822672,2018/1/10,D00108,726216.22 ,79883.78 ,806100.00 ,作废发票
E124,08444317,2018/1/10,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,08444318,2018/1/10,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,08444319,2018/1/10,D00108,675844.96 ,74342.95 ,750187.91 ,作废发票
E124,08449913,2018/1/11,D00457,484054.05 ,53245.95 ,537300.00 ,作废发票
E124,08449914,2018/1/11,D00457,330127.02 ,36313.97 ,366440.99 ,作废发票
E124,08449915,2018/1/11,D00457,484054.05 ,53245.95 ,537300.00 ,作废发票
E124,08449916,2018/1/11,D00457,840510.20 ,92456.12 ,932966.32 ,作废发票
E124,08449918,2018/1/11,D00528,330126.13 ,36313.87 ,366440.00 ,作废发票
E124,08449921,2018/1/11,D00585,999999.99 ,110000.00 ,1109999.99 ,作废发票
E124,08449922,2018/1/11,D00585,269193.87 ,29611.33 ,298805.20 ,作废发票
E124,08449923,2018/1/11,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,11131231,2018/1/16,D00387,271844.66 ,8155.34 ,280000.00 ,作废发票
E124,11131234,2018/1/16,D00031,157696.13 ,17346.57 ,175042.70 ,作废发票
E124,11131237,2018/1/23,D00740,-970873.79 ,-29126.21 ,-1000000.00 ,作废发票
E124,08449934,2018/1/26,D00018,74637.84 ,8210.16 ,82848.00 ,作废发票
E124,00278769,2018/2/1,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00278770,2018/2/1,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00278771,2018/2/1,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00278772,2018/2/1,D00585,717131.46 ,78884.46 ,796015.92 ,作废发票
E124,00278773,2018/2/2,D00387,945945.95 ,104054.05 ,1050000.00 ,作废发票
E124,00281713,2018/2/2,D00672,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,11137479,2018/2/2,D00387,585436.89 ,17563.11 ,603000.00 ,作废发票
E124,11137487,2018/2/5,D00331,321413.38 ,35355.47 ,356768.85 ,作废发票
E124,00281727,2018/2/7,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00281728,2018/2/7,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00281729,2018/2/7,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00281730,2018/2/7,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00281731,2018/2/7,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00281732,2018/2/7,D00108,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00281733,2018/2/7,D00108,15889.01 ,1747.79 ,17636.80 ,作废发票
E124,00281734,2018/2/7,D00108,916789.91 ,100846.89 ,1017636.80 ,作废发票
E124,11137499,2018/3/20,D00085,388018.02 ,42681.98 ,430700.00 ,作废发票
E124,11137501,2018/3/20,D00085,388018.02 ,42681.98 ,430700.00 ,作废发票
E124,11137504,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,11137505,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,11137506,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,11137507,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,11137508,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,11137509,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474608,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474609,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474610,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474611,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474612,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474613,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474614,2018/4/16,D00135,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,20474615,2018/4/16,D00135,729066.02 ,21871.98 ,750938.00 ,作废发票
E124,00312353,2018/4/19,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00312354,2018/4/19,D00585,572371.41 ,62960.86 ,635332.27 ,作废发票
E124,00312355,2018/4/19,D00585,572371.41 ,62960.86 ,635332.27 ,作废发票
E124,00312357,2018/4/19,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00312358,2018/4/19,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00312359,2018/4/19,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00312360,2018/4/19,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00312361,2018/4/19,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,00312362,2018/4/19,D29474,0.00 ,0.00 ,0.00 ,作废发票
E124,20474616,2018/4/20,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,20474617,2018/4/20,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,20474618,2018/4/20,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,20474619,2018/4/20,D00585,900900.90 ,99099.10 ,1000000.00 ,作废发票
E124,20474625,2018/5/7,D00504,644924.45 ,64492.45 ,709416.90 ,作废发票
E124,13711874,2018/5/16,D00085,388018.02 ,42681.98 ,430700.00 ,作废发票
E124,00504359,2018/6/7,D00394,626269.78 ,62626.98 ,688896.76 ,作废发票
E124,00504361,2018/6/11,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504362,2018/6/11,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,03871450,2018/7/5,D00108,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504375,2018/7/20,D00020,454545.45 ,45454.55 ,500000.00 ,作废发票
E124,00504380,2018/7/23,D00085,391545.45 ,39154.55 ,430700.00 ,作废发票
E124,00504382,2018/8/2,D00394,913636.36 ,91363.64 ,1005000.00 ,作废发票
E124,00504383,2018/8/2,D00394,914457.98 ,91445.80 ,1005903.78 ,作废发票
E124,00504384,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504385,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504386,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504387,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504388,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504389,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504390,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504391,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504392,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504393,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504394,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504395,2018/8/3,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504396,2018/8/3,D00394,877572.78 ,87757.28 ,965330.06 ,作废发票
E124,03251643,2018/8/10,D00740,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,03251651,2018/8/20,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504416,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504417,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504418,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504419,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504420,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504421,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,00504422,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848485,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848486,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848487,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848488,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848489,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848490,2018/9/6,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848491,2018/9/6,D00394,877572.78 ,87757.28 ,965330.06 ,作废发票
E124,06848492,2018/9/6,D00394,919003.44 ,91900.34 ,1010903.78 ,作废发票
E124,06848493,2018/9/7,D00362,599240.45 ,59924.05 ,659164.50 ,作废发票
E124,06848495,2018/9/10,D00137,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848496,2018/9/10,D00137,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848497,2018/9/10,D00137,208513.70 ,20851.37 ,229365.07 ,作废发票
E124,06848531,2018/10/10,D00137,563063.74 ,56306.37 ,619370.11 ,作废发票
E124,06848540,2018/10/22,D00085,391545.45 ,39154.55 ,430700.00 ,作废发票
E124,03251686,2018/11/5,D00672,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,03251689,2018/11/6,D00116,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,06848554,2018/11/22,D00028,448363.64 ,44836.36 ,493200.00 ,作废发票
E124,06848555,2018/11/22,D00028,448363.64 ,44836.36 ,493200.00 ,作废发票
E124,06848556,2018/11/26,D00387,815533.98 ,24466.02 ,840000.00 ,作废发票
E124,06848567,2018/12/7,D00608,503272.73 ,50327.27 ,553600.00 ,作废发票
E124,04850797,2018/12/7,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,04850799,2018/12/7,D00524,415152.91 ,41515.29 ,456668.20 ,作废发票
E124,04850801,2018/12/7,D00524,933642.73 ,93364.27 ,1027007.00 ,作废发票
E124,04850805,2018/12/11,D00011,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,03251704,2018/12/14,D00108,141454.55 ,14145.45 ,155600.00 ,作废发票
E124,04850819,2018/12/17,D00394,530900.22 ,53090.02 ,583990.24 ,作废发票
E124,04850820,2018/12/17,D00394,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,13943342,2018/12/29,D00740,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,04850894,2019/1/3,D00585,909090.91 ,90909.09 ,1000000.00 ,作废发票
E124,32968914,2019/1/10,D00387,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,32968915,2019/1/10,D00387,970873.79 ,29126.21 ,1000000.00 ,作废发票
E124,32968940,2019/1/15,D00585,36078.18 ,3607.82 ,39686.00 ,作废发票
E124,13943361,2019/1/16,D00140,747582.83 ,74758.28 ,822341.11 ,作废发票
E124,13943362,2019/1/16,D00140,439239.14 ,43923.91 ,483163.05 ,作废发票
E124,32968944,2019/1/17,D00134,969617.54 ,96961.75 ,1066579.29 ,作废发票
E124,32968945,2019/1/17,D00134,512057.27 ,51205.73 ,563263.00 ,作废发票
E124,09073602,2019/1/18,D00768,689113.23 ,68911.32 ,758024.55 ,作废发票
E124,09130823,2019/4/8,D00394,592818.18 ,59281.82 ,652100.00 ,作废发票
E124,07626788,2019/4/12,D00108,621797.15 ,62179.71 ,683976.86 ,作废发票
E124,07626789,2019/4/12,D00108,627501.71 ,56475.15 ,683976.86 ,作废发票
E124,07626791,2019/4/15,D00385,917431.19 ,82568.81 ,1000000.00 ,作废发票
E124,01806081,2019/5/17,D00108,917431.19 ,82568.81 ,1000000.00 ,作废发票
E124,01806085,2019/5/20,D00674,917431.19 ,82568.81 ,1000000.00 ,作废发票
E124,01806099,2019/6/5,D00394,981651.38 ,88348.62 ,1070000.00 ,作废发票
E124,01806101,2019/6/5,D00394,961192.66 ,86507.34 ,1047700.00 ,作废发票
E124,57456192,2019/7/4,D00504,990825.69 ,89174.31 ,1080000.00 ,作废发票
E124,57456193,2019/7/4,D00504,990825.69 ,89174.31 ,1080000.00 ,作废发票
E124,57456194,2019/7/4,D00504,990825.69 ,89174.31 ,1080000.00 ,作废发票
E124,57456195,2019/7/4,D00504,929483.36 ,83653.50 ,1013136.86 ,作废发票
E124,57456196,2019/7/4,D00504,917431.19 ,82568.81 ,1000000.00 ,作废发票
E124,57456197,2019/7/4,D00504,418899.08 ,37700.92 ,456600.00 ,作废发票
E124,57456198,2019/7/4,D00504,552419.14 ,49717.72 ,602136.86 ,作废发票
E124,09794068,2019/7/8,D00394,844954.13 ,76045.87 ,921000.00 ,作废发票
E124,05891648,2019/7/10,D00164,919537.61 ,82758.39 ,1002296.00 ,作废发票
E124,09794079,2019/7/16,D00394,917431.19 ,82568.81 ,1000000.00 ,作废发票
E124,05891682,2019/8/1,D00137,177706.42 ,15993.58 ,193700.00 ,作废发票
E124,09794104,2019/8/16,D00394,917431.19 ,82568.81 ,1000000.00 ,作废发票
E124,01482396,2019/8/19,D00394,465754.56 ,41917.91 ,507672.47 ,作废发票
E124,08825486,2019/9/19,D00615,917431.19 ,82568.81 ,1000000.00 ,作废发票
E125,6518255,2017/1/13,D17956,980582.52,29417.48,1010000,作废发票
E125,2643818,2017/1/17,D15109,138474.35,15232.18,153706.53,作废发票
E125,5436215,2017/4/10,D14951,900900.9,99099.1,1000000,作废发票
E125,4432547,2017/7/11,D15038,900900.9,99099.1,1000000,作废发票
E125,4432548,2017/7/11,D15038,900900.9,99099.1,1000000,作废发票
E125,4432549,2017/7/11,D15038,616854.33,67853.98,684708.31,作废发票
E125,4432550,2017/7/11,D15038,321413.38,35355.47,356768.85,作废发票
E125,6089604,2017/8/15,D14087,900900.9,99099.1,1000000,作废发票
E125,6089605,2017/8/15,D14087,639030.68,70293.37,709324.05,作废发票
E125,6089606,2017/8/15,D14087,703628.83,77399.17,781028,作废发票
E125,15212479,2017/8/17,D17941,970873.79,29126.21,1000000,作废发票
E125,15212480,2017/8/17,D17941,970873.79,29126.21,1000000,作废发票
E125,15212481,2017/8/17,D17941,970873.79,29126.21,1000000,作废发票
E125,15212482,2017/8/17,D17941,210753.9,6322.62,217076.52,作废发票
E125,6089609,2017/8/28,D09534,83235.86,9155.94,92391.8,作废发票
E125,6089613,2017/8/28,D09534,83235.86,9155.94,92391.8,作废发票
E125,6089610,2017/8/28,D15437,770648.24,84771.31,855419.55,作废发票
E125,15212491,2017/9/6,D17941,970873.79,29126.21,1000000,作废发票
E125,15212492,2017/9/6,D17941,970873.79,29126.21,1000000,作废发票
E125,15212493,2017/9/6,D17941,970873.79,29126.21,1000000,作废发票
E125,15212494,2017/9/6,D17941,210753.9,6322.62,217076.52,作废发票
E125,15212498,2017/9/6,D17941,210753.9,6322.62,217076.52,作废发票
E125,15212502,2017/9/15,D14289,970873.79,29126.21,1000000,作废发票
E125,8986817,2017/9/19,D14678,946847.93,104153.27,1051001.2,作废发票
E125,8986824,2017/10/9,D14951,900900.9,99099.1,1000000,作废发票
E125,8986825,2017/10/9,D14951,900900.9,99099.1,1000000,作废发票
E125,8986826,2017/10/9,D14951,720720.72,79279.28,800000,作废发票
E125,8986829,2017/10/10,D14951,900900.9,99099.1,1000000,作废发票
E125,15212515,2017/10/17,D18703,342857.14,17142.86,360000,作废发票
E125,15212516,2017/10/17,D18703,342857.14,17142.86,360000,作废发票
E125,8986832,2017/10/20,D14951,388018.02,42681.98,430700,作废发票
E125,8986833,2017/10/20,D14951,900900.9,99099.1,1000000,作废发票
E125,8986834,2017/10/20,D14951,900900.9,99099.1,1000000,作废发票
E125,8986835,2017/10/20,D14951,900900.9,99099.1,1000000,作废发票
E125,3199526,2017/10/23,D14951,401100.09,44121.01,445221.1,作废发票
E125,3199527,2017/10/23,D14951,654882.41,72037.07,726919.48,作废发票
E125,15212519,2017/10/24,D14951,654882.41,72037.07,726919.48,作废发票
E125,15212522,2017/10/24,D14951,900900.9,99099.1,1000000,作废发票
E125,3199534,2017/12/1,D15257,161547,17770.17,179317.17,作废发票
E125,8676902,2017/12/27,D14951,970873.79,29126.21,1000000,作废发票
E125,9506065,2017/12/27,D14951,592815.53,17784.47,610600,作废发票
E125,9506066,2017/12/27,D14951,970873.79,29126.21,1000000,作废发票
E125,8676898,2017/12/27,D15997,970873.79,29126.21,1000000,作废发票
E125,8676899,2017/12/27,D15997,970873.79,29126.21,1000000,作废发票
E125,8676900,2017/12/27,D15997,970873.79,29126.21,1000000,作废发票
E125,8676901,2017/12/27,D15997,603492.23,18104.77,621597,作废发票
E125,9506067,2017/12/27,D15997,970873.79,29126.21,1000000,作废发票
E125,9506068,2017/12/27,D15997,674757.28,20242.72,695000,作废发票
E125,9506079,2017/12/28,D17695,900900.9,99099.1,1000000,作废发票
E125,9506086,2017/12/29,D17941,970873.79,29126.21,1000000,作废发票
E125,3822660,2018/1/4,D14678,999999.99,110000,1109999.99,作废发票
E125,3822661,2018/1/4,D14678,269193.87,29611.33,298805.2,作废发票
E125,3822656,2018/1/4,D15109,270300,29733,300033,作废发票
E125,3822657,2018/1/4,D15109,345213,37973.43,383186.43,作废发票
E125,3822658,2018/1/4,D15109,243513.51,26786.49,270300,作废发票
E125,9506098,2018/1/4,D16177,283875,31226.25,315101.25,作废发票
E125,9506099,2018/1/4,D16177,255743.24,28131.76,283875,作废发票
E125,9506101,2018/1/5,D17956,563106.8,16893.2,580000,作废发票
E125,3822670,2018/1/8,D17941,551567.16,60672.39,612239.55,作废发票
E125,3822672,2018/1/10,D15442,726216.22,79883.78,806100,作废发票
E125,8444317,2018/1/10,D15442,900900.9,99099.1,1000000,作废发票
E125,8444318,2018/1/10,D15442,900900.9,99099.1,1000000,作废发票
E125,8444319,2018/1/10,D15442,675844.96,74342.95,750187.91,作废发票
E125,8449913,2018/1/11,D14087,484054.05,53245.95,537300,作废发票
E125,8449914,2018/1/11,D14087,330127.02,36313.97,366440.99,作废发票
E125,8449915,2018/1/11,D14087,484054.05,53245.95,537300,作废发票
E125,8449916,2018/1/11,D14087,840510.2,92456.12,932966.32,作废发票
E125,8449918,2018/1/11,D14090,330126.13,36313.87,366440,作废发票
E125,8449921,2018/1/11,D14678,999999.99,110000,1109999.99,作废发票
E125,8449922,2018/1/11,D14678,269193.87,29611.33,298805.2,作废发票
E125,8449923,2018/1/11,D14678,900900.9,99099.1,1000000,作废发票
E125,11131234,2018/1/16,D15240,157696.13,17346.57,175042.7,作废发票
E125,11131231,2018/1/16,D17956,271844.66,8155.34,280000,作废发票
E125,11131237,2018/1/23,D17941,-970873.79,-29126.21,-1000000,作废发票
E125,8449934,2018/1/26,D15109,74637.84,8210.16,82848,作废发票
E125,278769,2018/2/1,D14087,900900.9,99099.1,1000000,作废发票
E125,278770,2018/2/1,D14087,900900.9,99099.1,1000000,作废发票
E125,278771,2018/2/1,D14087,900900.9,99099.1,1000000,作废发票
E125,278772,2018/2/1,D14087,717131.46,78884.46,796015.92,作废发票
E125,281713,2018/2/2,D14951,900900.9,99099.1,1000000,作废发票
E125,11137479,2018/2/2,D17956,585436.89,17563.11,603000,作废发票
E125,278773,2018/2/2,D17956,945945.95,104054.05,1050000,作废发票
E125,11137487,2018/2/5,D15038,321413.38,35355.47,356768.85,作废发票
E125,281727,2018/2/7,D15442,900900.9,99099.1,1000000,作废发票
E125,281728,2018/2/7,D15442,900900.9,99099.1,1000000,作废发票
E125,281729,2018/2/7,D15442,900900.9,99099.1,1000000,作废发票
E125,281730,2018/2/7,D15442,900900.9,99099.1,1000000,作废发票
E125,281731,2018/2/7,D15442,900900.9,99099.1,1000000,作废发票
E125,281732,2018/2/7,D15442,900900.9,99099.1,1000000,作废发票
E125,281733,2018/2/7,D15442,15889.01,1747.79,17636.8,作废发票
E125,281734,2018/2/7,D15442,916789.91,100846.89,1017636.8,作废发票
E125,11137499,2018/3/20,D14951,388018.02,42681.98,430700,作废发票
E125,11137501,2018/3/20,D14951,388018.02,42681.98,430700,作废发票
E125,11137504,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,11137505,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,11137506,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,11137507,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,11137508,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,11137509,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474608,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474609,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474610,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474611,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474612,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474613,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474614,2018/4/16,D26869,970873.79,29126.21,1000000,作废发票
E125,20474615,2018/4/16,D26869,729066.02,21871.98,750938,作废发票
E125,312362,2018/4/19,D00778,0,0,0,作废发票
E125,312353,2018/4/19,D14678,900900.9,99099.1,1000000,作废发票
E125,312354,2018/4/19,D14678,572371.41,62960.86,635332.27,作废发票
E125,312355,2018/4/19,D14678,572371.41,62960.86,635332.27,作废发票
E125,312357,2018/4/19,D14678,900900.9,99099.1,1000000,作废发票
E125,312358,2018/4/19,D14678,900900.9,99099.1,1000000,作废发票
E125,312359,2018/4/19,D14678,900900.9,99099.1,1000000,作废发票
E125,312360,2018/4/19,D14678,900900.9,99099.1,1000000,作废发票
E125,312361,2018/4/19,D14678,900900.9,99099.1,1000000,作废发票
E125,20474616,2018/4/20,D14087,900900.9,99099.1,1000000,作废发票
E125,20474617,2018/4/20,D14087,900900.9,99099.1,1000000,作废发票
E125,20474618,2018/4/20,D14087,900900.9,99099.1,1000000,作废发票
E125,20474619,2018/4/20,D14087,900900.9,99099.1,1000000,作废发票
E125,20474625,2018/5/7,D15450,644924.45,64492.45,709416.9,作废发票
E125,13711874,2018/5/16,D14951,388018.02,42681.98,430700,作废发票
E125,504359,2018/6/7,D15114,626269.78,62626.98,688896.76,作废发票
E125,504361,2018/6/11,D15437,909090.91,90909.09,1000000,作废发票
E125,504362,2018/6/11,D15437,909090.91,90909.09,1000000,作废发票
E125,3871450,2018/7/5,D15442,909090.91,90909.09,1000000,作废发票
E125,504375,2018/7/20,D15356,454545.45,45454.55,500000,作废发票
E125,504380,2018/7/23,D14951,391545.45,39154.55,430700,作废发票
E125,504382,2018/8/2,D14396,913636.36,91363.64,1005000,作废发票
E125,504383,2018/8/2,D14396,914457.98,91445.8,1005903.78,作废发票
E125,504384,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504385,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504386,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504387,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504388,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504389,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504390,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504391,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504392,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504393,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504394,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504395,2018/8/3,D14396,909090.91,90909.09,1000000,作废发票
E125,504396,2018/8/3,D14396,877572.78,87757.28,965330.06,作废发票
