企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
E124,02879542,2017/11/10,C01337,279130.10 ,8373.90 ,287504.00 ,作废发票
E124,04721328,2017/11/10,C01226,36517.95 ,6208.05 ,42726.00 ,作废发票
E124,00497070,2017/11/13,C00161,56019.71 ,1680.59 ,57700.30 ,作废发票
E124,00645038,2017/11/13,C00277,56019.71 ,1680.60 ,57700.31 ,作废发票
E124,00645039,2017/11/13,C00277,56019.71 ,1680.59 ,57700.30 ,作废发票
E124,02879546,2017/11/14,C01337,686534.00 ,20596.02 ,707130.02 ,作废发票
E124,02879547,2017/11/14,C01337,154590.00 ,4637.70 ,159227.70 ,作废发票
E124,02879548,2017/11/14,C01337,674121.36 ,20223.64 ,694345.00 ,作废发票
E124,02879549,2017/11/14,C01337,142503.88 ,4275.12 ,146779.00 ,作废发票
E124,02558114,2017/11/14,C01241,67152.41 ,2014.57 ,69166.98 ,作废发票
E124,01122613,2017/11/15,C01159,994.86 ,109.44 ,1104.30 ,作废发票
E124,01122614,2017/11/15,C01159,994.86 ,109.44 ,1104.30 ,作废发票
E124,01122615,2017/11/15,C01159,994.86 ,109.44 ,1104.30 ,作废发票
E124,00488366,2017/11/15,C01193,962222.51 ,163577.83 ,1125800.34 ,作废发票
E124,00488367,2017/11/15,C01193,244379.32 ,41544.50 ,285923.82 ,作废发票
E124,00488369,2017/11/16,C01193,962222.51 ,163577.83 ,1125800.34 ,作废发票
E124,00488370,2017/11/16,C01193,244379.32 ,41544.50 ,285923.82 ,作废发票
E124,05536565,2017/11/22,C00614,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,04670878,2017/11/22,C00491,59378.38 ,10094.32 ,69472.70 ,作废发票
E124,04670879,2017/11/22,C00491,59378.38 ,10094.32 ,69472.70 ,作废发票
E124,00123845,2017/11/22,C00939,1747.57 ,52.43 ,1800.00 ,作废发票
E124,03253296,2017/11/24,C01002,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,05665734,2017/12/4,C00714,3563.11 ,106.89 ,3670.00 ,作废发票
E124,01232782,2017/12/4,C00046,13592.23 ,407.77 ,14000.00 ,作废发票
E124,00483692,2017/12/5,C01377,61673.63 ,10484.52 ,72158.15 ,作废发票
E124,00483693,2017/12/5,C01377,61673.63 ,10484.52 ,72158.15 ,作废发票
E124,04675256,2017/12/5,C00935,59846.15 ,10173.85 ,70020.00 ,作废发票
E124,02894782,2017/12/6,C00546,64521.35 ,10968.65 ,75490.00 ,作废发票
E124,02894783,2017/12/6,C00546,25179.49 ,4280.51 ,29460.00 ,作废发票
E124,02894784,2017/12/6,C00546,64521.35 ,10968.65 ,75490.00 ,作废发票
E124,02894785,2017/12/6,C00546,64521.35 ,10968.65 ,75490.00 ,作废发票
E124,04466597,2017/12/6,C00945,97281.55 ,2918.45 ,100200.00 ,作废发票
E124,09363582,2017/12/7,C00165,96600.00 ,0.00 ,96600.00 ,作废发票
E124,03856275,2017/12/8,C00222,85435.90 ,14524.10 ,99960.00 ,作废发票
E124,03856276,2017/12/8,C00222,32750.43 ,5567.57 ,38318.00 ,作废发票
E124,03265253,2017/12/13,C01369,9721.20 ,1652.60 ,11373.80 ,作废发票
E124,03265254,2017/12/13,C01369,9721.20 ,1652.60 ,11373.80 ,作废发票
E124,03265255,2017/12/13,C01369,3860.17 ,656.23 ,4516.40 ,作废发票
E124,01511954,2017/12/14,C00936,99830.86 ,16971.25 ,116802.11 ,作废发票
E124,01511955,2017/12/14,C00936,99141.18 ,16853.99 ,115995.17 ,作废发票
E124,01511956,2017/12/14,C00936,99591.79 ,16930.61 ,116522.40 ,作废发票
E124,01511957,2017/12/14,C00936,81755.39 ,13898.41 ,95653.80 ,作废发票
E124,01808170,2017/12/15,C00778,96116.50 ,2883.50 ,99000.00 ,作废发票
E124,03020812,2017/12/15,C00531,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,23520363,2017/12/17,C00292,9433.02 ,565.98 ,9999.00 ,作废发票
E124,02253938,2017/12/18,C01229,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,01761165,2017/12/19,C00005,1603.77 ,96.23 ,1700.00 ,作废发票
E124,01761169,2017/12/20,C00005,660.38 ,39.62 ,700.00 ,作废发票
E124,23520467,2017/12/21,C00292,7505.66 ,450.34 ,7956.00 ,作废发票
E124,03745168,2017/12/21,C01409,90135.04 ,15322.96 ,105458.00 ,作废发票
E124,01880414,2017/12/22,C00060,102368.93 ,3071.07 ,105440.00 ,作废发票
E124,01544072,2017/12/22,C00297,4988.12 ,299.28 ,5287.40 ,作废发票
E124,06410038,2017/12/22,C01369,9721.20 ,1652.60 ,11373.80 ,作废发票
E124,06410039,2017/12/22,C01369,9721.20 ,1652.60 ,11373.80 ,作废发票
E124,02626839,2017/12/22,C00716,235922.33 ,7077.67 ,243000.00 ,作废发票
E124,00804245,2017/12/24,C00935,7692.31 ,1307.69 ,9000.00 ,作废发票
E124,00804246,2017/12/24,C00935,7692.31 ,1307.69 ,9000.00 ,作废发票
E124,00804247,2017/12/24,C00935,7692.31 ,1307.69 ,9000.00 ,作废发票
E124,00804248,2017/12/24,C00935,2564.10 ,435.90 ,3000.00 ,作废发票
E124,04556684,2017/12/25,C00941,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,04556686,2017/12/25,C00941,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,00755970,2017/12/26,C01392,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,00755971,2017/12/26,C01392,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,00755972,2017/12/26,C01392,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,08693026,2017/12/26,C01432,14270.27 ,1569.73 ,15840.00 ,作废发票
E124,00755973,2017/12/26,C01392,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,09597991,2017/12/26,C00883,306.60 ,18.40 ,325.00 ,作废发票
E124,06805473,2017/12/27,C00852,51282.05 ,8717.95 ,60000.00 ,作废发票
E124,09095167,2017/12/27,C00640,18867.92 ,1132.08 ,20000.00 ,作废发票
E124,04751634,2017/12/27,C00427,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08061539,2017/12/27,C00427,70827.95 ,12040.75 ,82868.70 ,作废发票
E124,08061540,2017/12/27,C00427,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08061541,2017/12/27,C00427,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08061542,2017/12/27,C00427,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08061553,2017/12/29,C00427,85384.62 ,14515.38 ,99900.00 ,作废发票
E124,08061558,2017/12/29,C00427,85384.62 ,14515.38 ,99900.00 ,作废发票
E124,04252458,2018/1/2,C00472,9707.77 ,291.23 ,9999.00 ,作废发票
E124,04252459,2018/1/2,C00472,9707.77 ,291.23 ,9999.00 ,作废发票
E124,04252460,2018/1/2,C00472,9707.77 ,291.23 ,9999.00 ,作废发票
E124,04252461,2018/1/2,C00472,9707.77 ,291.23 ,9999.00 ,作废发票
E124,04252462,2018/1/2,C00472,9707.77 ,291.23 ,9999.00 ,作废发票
E124,06204737,2018/1/2,C00377,1056.93 ,179.67 ,1236.60 ,作废发票
E124,07978998,2018/1/2,C01402,58119.66 ,9880.34 ,68000.00 ,作废发票
E124,07978999,2018/1/2,C01402,58119.66 ,9880.34 ,68000.00 ,作废发票
E124,07979000,2018/1/2,C01402,87179.49 ,14820.51 ,102000.00 ,作废发票
E124,07979001,2018/1/2,C01402,36324.79 ,6175.21 ,42500.00 ,作废发票
E124,07188736,2018/1/3,C00941,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,07188737,2018/1/3,C00941,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,07188738,2018/1/3,C00941,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,07188739,2018/1/3,C00941,49484.68 ,5443.32 ,54928.00 ,作废发票
E124,00249059,2018/1/3,C01149,58119.66 ,9880.34 ,68000.00 ,作废发票
E124,07782701,2018/1/3,C01172,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,07782702,2018/1/3,C01172,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,07782703,2018/1/3,C01172,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,07782704,2018/1/3,C01172,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,07782705,2018/1/3,C01172,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,07782706,2018/1/3,C01172,36213.59 ,1086.41 ,37300.00 ,作废发票
E124,04081337,2018/1/3,C00852,34188.03 ,5811.97 ,40000.00 ,作废发票
E124,02298690,2018/1/3,C01241,10129.15 ,303.87 ,10433.02 ,作废发票
E124,02298691,2018/1/3,C01241,87378.64 ,2621.36 ,90000.00 ,作废发票
E124,02298692,2018/1/3,C01241,23479.22 ,704.38 ,24183.60 ,作废发票
E124,04296503,2018/1/4,C01239,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,04296504,2018/1/4,C01239,64719.82 ,7119.18 ,71839.00 ,作废发票
E124,04296505,2018/1/4,C01239,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,04296506,2018/1/4,C01239,64719.82 ,7119.18 ,71839.00 ,作废发票
E124,01112543,2018/1/4,C01351,75438.21 ,12824.49 ,88262.70 ,作废发票
E124,03640801,2018/1/4,C00945,98990.16 ,2969.70 ,101959.86 ,作废发票
E124,03640802,2018/1/4,C00945,99320.39 ,2979.61 ,102300.00 ,作废发票
E124,03640803,2018/1/4,C00945,99320.39 ,2979.61 ,102300.00 ,作废发票
E124,03640804,2018/1/4,C00945,99320.39 ,2979.61 ,102300.00 ,作废发票
E124,03484156,2018/1/4,C00720,9980.58 ,299.42 ,10280.00 ,作废发票
E124,04447743,2018/1/5,C01313,2563.25 ,435.75 ,2999.00 ,作废发票
E124,07548061,2018/1/5,C01071,20247.86 ,3442.14 ,23690.00 ,作废发票
E124,07548062,2018/1/5,C01071,20247.86 ,3442.14 ,23690.00 ,作废发票
E124,07527799,2018/1/5,C00472,9707.77 ,291.23 ,9999.00 ,作废发票
E124,07527800,2018/1/5,C00472,278.17 ,8.35 ,286.52 ,作废发票
E124,07188746,2018/1/8,C00941,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,07240454,2018/1/8,C01331,51282.05 ,8717.95 ,60000.00 ,作废发票
E124,07240455,2018/1/8,C01331,51282.05 ,8717.95 ,60000.00 ,作废发票
E124,02857102,2018/1/9,C01061,8019.95 ,1363.39 ,9383.34 ,作废发票
E124,02857103,2018/1/9,C01061,7042.38 ,1197.21 ,8239.59 ,作废发票
E124,02857104,2018/1/9,C01061,7674.80 ,1304.69 ,8979.49 ,作废发票
E124,12794491,2018/1/10,C00712,30135.92 ,904.08 ,31040.00 ,作废发票
E124,01642052,2018/1/10,C01202,110256.41 ,18743.59 ,129000.00 ,作废发票
E124,00373851,2018/1/10,C00893,71435.97 ,12144.11 ,83580.08 ,作废发票
E124,08142682,2018/1/12,C00935,34021.80 ,5783.70 ,39805.50 ,作废发票
E124,00920542,2018/1/12,C00930,1695.15 ,50.85 ,1746.00 ,作废发票
E124,04296508,2018/1/13,C01239,64719.82 ,7119.18 ,71839.00 ,作废发票
E124,01732826,2018/1/15,C00051,16165.05 ,484.95 ,16650.00 ,作废发票
E124,07386892,2018/1/15,C01331,51282.05 ,8717.95 ,60000.00 ,作废发票
E124,01523685,2018/1/16,C00298,17433.99 ,523.01 ,17957.00 ,作废发票
E124,04207376,2018/1/16,C00491,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,04207377,2018/1/16,C00491,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,04207378,2018/1/16,C00491,68376.07 ,11623.93 ,80000.00 ,作废发票
E124,10410313,2018/1/16,C00685,941.75 ,28.25 ,970.00 ,作废发票
E124,01713584,2018/1/17,C01311,86113.33 ,14639.27 ,100752.60 ,作废发票
E124,00373852,2018/1/22,C00893,89643.08 ,15239.33 ,104882.41 ,作废发票
E124,00373856,2018/1/22,C00893,68500.85 ,11645.15 ,80146.00 ,作废发票
E124,02064586,2018/1/22,C01192,28572.97 ,1427.03 ,30000.00 ,作废发票
E124,09545112,2018/1/24,C00705,9009.01 ,990.99 ,10000.00 ,作废发票
E124,04371042,2018/1/24,C01226,86111.11 ,14638.89 ,100750.00 ,作废发票
E124,06607329,2018/1/24,C01161,35714.39 ,6071.45 ,41785.84 ,作废发票
E124,06607330,2018/1/24,C01161,89542.54 ,15222.23 ,104764.77 ,作废发票
E124,00373859,2018/1/25,C00893,64687.86 ,10996.94 ,75684.80 ,作废发票
E124,07888194,2018/1/25,C00162,96844.66 ,2905.34 ,99750.00 ,作废发票
E124,02149526,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,02149527,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,02149528,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,02149529,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,02149530,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,02149531,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,02149532,2018/1/25,C00893,8547.01 ,1452.99 ,10000.00 ,作废发票
E124,06281873,2018/1/25,C01367,4859.17 ,145.78 ,5004.95 ,作废发票
E124,02004070,2018/1/26,C00078,70918.25 ,2127.55 ,73045.80 ,作废发票
E124,04748192,2018/1/27,C00364,27112.81 ,4609.19 ,31722.00 ,作废发票
E124,04748193,2018/1/27,C00364,12789.75 ,2174.25 ,14964.00 ,作废发票
E124,04748194,2018/1/27,C00364,76101.30 ,12937.22 ,89038.52 ,作废发票
E124,00033007,2018/1/27,C00614,291.26 ,8.74 ,300.00 ,作废发票
E124,00033008,2018/1/27,C00614,291.26 ,8.74 ,300.00 ,作废发票
E124,06162222,2018/1/29,C01254,16796.12 ,503.88 ,17300.00 ,作废发票
E124,00218644,2018/1/31,C00364,27112.81 ,4609.19 ,31722.00 ,作废发票
E124,07264813,2018/1/31,C01226,77670.10 ,13203.93 ,90874.03 ,作废发票
E124,07264814,2018/1/31,C01226,77670.10 ,13203.93 ,90874.03 ,作废发票
E124,07264815,2018/1/31,C01226,77670.10 ,13203.93 ,90874.03 ,作废发票
E124,26870501,2018/2/1,C00171,0.97 ,0.03 ,1.00 ,作废发票
E124,00214383,2018/2/1,C01306,8001.23 ,1360.21 ,9361.44 ,作废发票
E124,18729015,2018/2/1,C01082,67194.36 ,2695.64 ,69890.00 ,作废发票
E124,18729016,2018/2/1,C01082,55679.61 ,1670.39 ,57350.00 ,作废发票
E124,18729017,2018/2/1,C01082,55679.61 ,1670.39 ,57350.00 ,作废发票
E124,00230688,2018/2/1,C00911,8735.04 ,1484.96 ,10220.00 ,作废发票
E124,01273558,2018/2/2,C01114,42000.00 ,7140.00 ,49140.00 ,作废发票
E124,02314085,2018/2/2,C00540,21025.64 ,3574.36 ,24600.00 ,作废发票
E124,00289806,2018/2/2,C00331,35948.70 ,6111.30 ,42060.00 ,作废发票
E124,09114364,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114365,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114366,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114367,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114368,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114369,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114370,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114371,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114372,2018/2/3,C00543,9406.25 ,1599.06 ,11005.31 ,作废发票
E124,09114373,2018/2/3,C00543,9275.40 ,1576.82 ,10852.22 ,作废发票
E124,07833699,2018/2/4,C00936,81755.39 ,13898.41 ,95653.80 ,作废发票
E124,02314094,2018/2/5,C00540,21025.64 ,3574.36 ,24600.00 ,作废发票
E124,02314095,2018/2/5,C00540,21025.64 ,3574.36 ,24600.00 ,作废发票
E124,10411177,2018/2/5,C00938,27300.86 ,819.03 ,28119.89 ,作废发票
E124,02009791,2018/2/5,C00077,23300.97 ,699.03 ,24000.00 ,作废发票
E124,02009792,2018/2/5,C00077,98058.26 ,2941.74 ,101000.00 ,作废发票
E124,15109736,2018/2/5,C00939,9197.62 ,459.88 ,9657.50 ,作废发票
E124,02771842,2018/2/5,C00939,9197.62 ,459.88 ,9657.50 ,作废发票
E124,00062598,2018/2/5,C00101,210486.41 ,6314.59 ,216801.00 ,作废发票
E124,01129765,2018/2/5,C01095,99927.35 ,16987.65 ,116915.00 ,作废发票
E124,09233079,2018/2/6,C01377,76073.88 ,12932.55 ,89006.43 ,作废发票
E124,12553365,2018/2/6,C00705,45045.05 ,4954.95 ,50000.00 ,作废发票
E124,00235182,2018/2/6,C00531,99099.10 ,10900.90 ,110000.00 ,作废发票
E124,00235183,2018/2/6,C00531,99099.10 ,10900.90 ,110000.00 ,作废发票
E124,12553366,2018/2/6,C00705,48543.69 ,1456.31 ,50000.00 ,作废发票
E124,02440473,2018/2/6,C01400,42735.04 ,7264.96 ,50000.00 ,作废发票
E124,09114374,2018/2/7,C00543,9476.53 ,1611.01 ,11087.54 ,作废发票
E124,09114375,2018/2/7,C00543,9476.53 ,1611.01 ,11087.54 ,作废发票
E124,13030409,2018/2/7,C00600,9723.30 ,291.70 ,10015.00 ,作废发票
E124,13030410,2018/2/7,C00600,24466.02 ,733.98 ,25200.00 ,作废发票
E124,02311096,2018/2/9,C00775,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,02311097,2018/2/9,C00775,97087.38 ,2912.62 ,100000.00 ,作废发票
E124,01540495,2018/2/9,C00712,59136.49 ,1774.09 ,60910.58 ,作废发票
E124,08721448,2018/2/10,C01226,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08721449,2018/2/10,C01226,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08721450,2018/2/10,C01226,85470.09 ,14529.91 ,100000.00 ,作废发票
E124,08721451,2018/2/10,C01226,51282.05 ,8717.95 ,60000.00 ,作废发票
E124,08721452,2018/2/10,C01226,90090.09 ,9909.91 ,100000.00 ,作废发票
E124,08721453,2018/2/10,C01226,90090.09 ,9909.91 ,100000.00 ,作废发票
