Date,Open,High,Low,Close,Turnover
 2019-06-14,77.82,78.28,77.31,77.57,2154218
 2019-06-17,77.67,78.48,77.02,77.16,2729725
 2019-06-18,77.8,77.87,76.52,77.17,2811107
 2019-06-19,78.15,78.59,77.59,77.95,3393371
 2019-06-20,77.95,79.9,77.66,78.86,6501625
 2019-06-21,78.89,79.4,78.6,78.95,4669479
 2019-06-24,78.95,79.77,78.28,79.59,3801343
 2019-06-25,79.61,80.76,79.1,80.71,5486936
 2019-06-26,80.59,81.37,79.9,81.04,3343372
 2019-06-27,80.66,84.08,80.66,83.77,5267620
 2019-06-28,83.8,83.8,82.52,83.42,3445982
 2019-07-01,84.16,85.5,84.16,84.4,4341558
 2019-07-02,85.28,85.28,84.01,84.9,4166952
 2019-07-03,84.38,84.87,83.6,84.15,4189751
 2019-07-04,84.08,84.3,82.45,83.22,3785151
 2019-07-05,83.5,84.79,83.2,84.1,2452958
 2019-07-08,84.1,84.1,80.75,81.9,3599562
 2019-07-09,81.95,82.97,81.94,82.26,1964227
 2019-07-10,83.17,83.35,81.45,82.09,2185989
 2019-07-11,82,82.51,80.46,80.71,3223223
 2019-07-12,81.23,82.16,81.03,81.63,2807489
 2019-07-15,81.59,81.95,79.88,81.57,3921072
 2019-07-16,81.85,82.13,80.06,80.13,3194955
 2019-07-17,80.05,80.05,77.6,78.02,5154507
 2019-07-18,77.8,78.07,76.07,76.54,4501744
 2019-07-19,76.96,77.4,76.3,76.61,3472822
 2019-07-22,76.62,77.02,75.54,75.75,3142710
 2019-07-23,76,77.93,75.71,77.63,5038176
 2019-07-24,77.98,78.2,77.27,77.48,2892257
 2019-07-25,77.61,78.78,77.21,78.6,3238911
 2019-07-26,78.58,79.49,77.6,77.77,5190488
 2019-07-29,77.79,78.2,75.85,76.01,6311175
 2019-07-30,75.81,76.49,75.5,75.75,4766311
 2019-07-31,75.76,76.3,75.56,75.92,2967323
 2019-08-01,76.1,76.1,75.23,75.72,2875092
 2019-08-02,75.11,75.48,74.69,75.39,2415629
 2019-08-05,75.3,75.36,74,74.39,2560744
 2019-08-06,73.4,74.86,73.1,74.7,4685824
 2019-08-07,74.69,75.14,74.3,74.33,2568056
 2019-08-08,74.63,75.46,74.45,75.28,2158556
 2019-08-09,75.38,75.88,74.2,74.3,2756948
 2019-08-12,74.4,75.65,74.4,75.56,2247379
 2019-08-13,75.5,76.08,75,76.01,2063354
 2019-08-14,76.3,76.68,75.45,75.7,2353477
 2019-08-15,74.7,75.6,74.26,75.19,2357337
 2019-08-16,75.39,76.25,74.52,75.34,2966276
 2019-08-19,75.4,76.98,75.4,76.73,4491093
 2019-08-20,76.5,78.78,76.36,78,4010609
 2019-08-21,78.19,78.19,76.85,77.36,2460220
 2019-08-22,76.95,77.5,76.5,77.3,3133321
 2019-08-23,77.47,78.77,76.71,77.86,2937548
 2019-08-26,76.85,80,76.52,79.25,5516012
 2019-08-27,79.98,80.52,79.2,79.85,5485753
 2019-08-28,79.56,80.26,78.3,78.7,3858146
 2019-08-29,77.84,77.84,76.51,76.51,7016433
 2019-08-30,76.52,77.17,76,76.7,5900029
 2019-09-02,76.21,76.59,75.08,76.06,6822398
 2019-09-03,76.03,76.05,75.21,75.57,4026581
 2019-09-04,75.54,76.07,75.2,76.06,3849176
 2019-09-05,76.1,76.9,75.5,76,6850416
 2019-09-06,76.18,76.37,75.66,76.1,4330242
 2019-09-09,76.38,76.7,76.01,76.68,4429294
 2019-09-10,76.68,78,76.3,78,8168464
 2019-09-11,78,78.09,76.38,76.51,6649482
 2019-09-12,76.55,76.78,76.21,76.61,3843505
 2019-09-16,76.55,77.78,76.55,77.44,4980760
 2019-09-17,77.44,77.7,76.58,76.81,3647137
 2019-09-18,76.81,77.84,76.81,77.47,3553285
 2019-09-19,77.65,77.7,77.07,77.42,3166271
 2019-09-20,77.5,78.18,77.05,77.6,5146744
 2019-09-23,77.6,77.61,76.01,76.19,3826188
 2019-09-24,76.19,76.51,76,76.14,2984381
 2019-09-25,76.24,79,75.11,77.85,9870993
 2019-09-26,77.84,78.5,76.77,77.08,4677437
 2019-09-27,76.35,77.08,76.06,76.46,2550465
 2019-09-30,76.46,76.8,76.02,76.05,1763786
 2019-10-08,76.04,77.16,76,76.79,2216974
 2019-10-09,76.8,76.8,75.74,76.2,2528940
 2019-10-10,76.08,76.19,75.35,75.55,3503785
 2019-10-11,75.77,76.12,75.4,76.07,2727881
 2019-10-14,78.1,83.68,77.62,83.68,23122636
 2019-10-15,83.71,86.19,83.71,84.62,12565502
 2019-10-16,84.49,85.63,81.8,82.09,11050026
 2019-10-17,82.6,82.8,81.21,81.58,8047582
 2019-10-18,82.2,82.34,79.55,79.85,9364116
 2019-10-21,79.98,81.68,79.5,81.27,8610873
 2019-10-22,80.94,82.54,80.6,81.49,5157852
 2019-10-23,81.47,82.44,80.3,80.8,4469347
 2019-10-24,80.95,81.17,79.5,80,4027624
 2019-10-25,80.01,81.69,79.48,80.78,3934253
 2019-10-28,81.4,81.97,80,80.78,7487379
 2019-10-29,82.1,88.1,82.1,87.2,18732576
 2019-10-30,85.99,86.98,83.3,84,10835965
 2019-10-31,84.96,88,84.09,86.55,10228551
 2019-11-01,85.5,87.86,84.8,86.71,7671462
 2019-11-04,86.82,91,86.8,89.34,10213558
 2019-11-05,90,92.47,89.02,90.04,11088644
 2019-11-06,90.54,90.58,88.3,88.52,7208726
 2019-11-07,88.89,91.6,88.86,90.53,5698658
 2019-11-08,90.63,91.4,89.2,89.6,4998079
 2019-11-11,89.13,90.19,87.57,88.14,5326597
 2019-11-12,87.5,90.29,87.5,90.08,6109973
 2019-11-13,90.3,91.5,89.4,89.8,5580932
 2019-11-14,89.65,90.5,89.23,89.84,3353662
 2019-11-15,89.69,90.39,88.35,88.75,4457322
 2019-11-18,89.15,93.2,89.05,92.33,8115695
 2019-11-19,92.25,94.8,92,93.99,5673410
 2019-11-20,93.8,94.49,93.19,93.52,3478555
 2019-11-21,93.02,94.88,91.58,92.7,6453597
 2019-11-22,92.63,92.88,89.55,90.16,6088316
 2019-11-25,90.17,90.76,88,88.84,5207843
 2019-11-26,89.35,92.37,89.3,91.13,6358660
 2019-11-27,90.9,90.9,89.01,89.79,3614420
 2019-11-28,89.77,90.4,89.08,90.2,2394447
 2019-11-29,90.21,90.21,86.05,87.9,7521716
 2019-12-02,87.5,87.6,85.8,86.38,4527467
 2019-12-03,86.33,87.22,85.36,86.75,3370246
 2019-12-04,86.48,87.66,86.48,86.86,2351160
 2019-12-05,86.86,88.18,86.64,87.09,2704440
 2019-12-06,87.01,87.6,86.51,87.25,3034801
 2019-12-09,87.35,87.45,85.48,86.24,4280839
 2019-12-10,85.91,86.35,85.25,86.29,2710357
 2019-12-11,86.29,86.35,84.8,85.12,3060840
 2019-12-12,85,85.28,84.63,84.65,2365409
 2019-12-13,85.17,86.47,84.65,85.84,5511924
 2019-12-16,86.08,87.43,85.66,87.41,4247704
 2019-12-17,87.42,87.75,86.63,87.7,4168104
 2019-12-18,87.39,87.47,86.12,86.3,4064173
 2019-12-19,86.29,87.15,86.12,86.81,2393563
 2019-12-20,86.81,87,86.28,86.4,2640326
 2019-12-23,86.39,87.59,85.6,86.46,3320739
 2019-12-24,86.4,88.5,86.3,87.95,3942109
 2019-12-25,87.9,89.62,87.76,88.54,4060719
 2019-12-26,88.61,88.61,87.33,87.99,2844674
 2019-12-27,87.98,88.01,87.12,87.66,2889543
 2019-12-30,87.51,88.18,86.5,88.1,3967664
 2019-12-31,88,89.86,88,89.43,4506577
 2020-01-02,90,90.1,88.76,89.31,5386776
 2020-01-03,89.36,90.1,88.88,89.1,3646838
 2020-01-06,88.47,89,88,88.06,4578135
 2020-01-07,87.94,88.88,87.93,88.56,2960247
 2020-01-08,88.5,88.5,87.06,87.53,2983975
 2020-01-09,87.52,89.25,87.52,89.2,4311848
 2020-01-10,89.21,89.97,88.09,88.77,2868272
 2020-01-13,88.77,88.96,87.09,88.88,3698139
 2020-01-14,89,89.47,88.37,88.44,2360252
 2020-01-15,88.07,89,87.79,88.23,2358349
 2020-01-16,88.23,88.6,87.85,88.1,2679945
 2020-01-17,88.1,88.39,86.75,87.16,3369887
 2020-01-20,87.58,88.88,86.85,88.16,4055044
 2020-01-21,88.17,92,88.17,90.18,9411860
 2020-01-22,90.58,90.59,87.33,88.17,4947339
 2020-01-23,88.15,88.48,85.65,86.6,5909210
 2020-02-03,77.98,83.49,77.98,78.96,6973300
 2020-02-04,79.76,82.58,79.76,82.33,6433435
 2020-02-05,82.27,85.68,82,85.6,6691528
 2020-02-06,85.63,86.45,84.57,85.9,6890139
 2020-02-07,85.9,85.9,83.16,84.4,5032827
 2020-02-10,84.14,84.14,82.5,83.44,6618612
 2020-02-11,83.24,84,82.35,83.7,6769568
 2020-02-12,83.65,83.65,82.3,83.29,6518788
 2020-02-13,83.17,83.17,82.11,82.33,4512730
 2020-02-14,82.12,82.72,81.23,81.89,6162120
 2020-02-17,81.5,82.69,81.38,82.69,5667538
 2020-02-18,83.08,83.49,82.08,82.78,5720471
 2020-02-19,82.78,82.98,81.8,82.05,3418152
 2020-02-20,82,83.98,81.73,83.49,6185952
 2020-02-21,83.33,83.88,82.64,83.19,4482570
 2020-02-24,84,84,82.8,83.06,5023019
 2020-02-25,82.48,83.79,82,82.92,4715274
 2020-02-26,82.33,82.33,80.88,81.09,5874272
 2020-02-27,81.33,81.96,80.43,80.66,3923232
 2020-02-28,79.04,80.3,77.6,78.69,6034317
 2020-03-02,78.68,80.24,78.4,80.2,5183977
 2020-03-03,80.35,81.2,79.77,79.83,6935468
 2020-03-04,79.94,80.53,78.92,80.41,5205418
 2020-03-05,80.5,82,80,82,7919065
 2020-03-06,81.36,82.72,81.03,81.2,4803669
 2020-03-09,81,81,78.9,79.16,4893682
 2020-03-10,78.6,80.57,77.68,79.41,5304949
 2020-03-11,79.45,79.8,78.68,78.95,2903100
 2020-03-12,78.6,78.6,76.89,77.16,5404496
 2020-03-13,75.02,76.24,73.84,74.79,8189547
 2020-03-16,75.35,77.89,74.22,74.43,7433178
 2020-03-17,74.11,75.2,71,74.72,7256431
 2020-03-18,74.72,77.77,73.69,75.6,7257653
 2020-03-19,75.01,76.71,74.55,75.1,5330146
 2020-03-20,75.32,77.68,74.29,76.7,7342596
 2020-03-23,75.88,77.15,75.4,76.3,4362311
 2020-03-24,76.61,78.07,76.61,77.93,5574137
 2020-03-25,79.5,79.86,78.24,78.72,4405826
 2020-03-26,78.72,78.72,78.72,78.72,0
