企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
E1,6256936,2019/3/26,B10044,474231.9,75877.1,550109,作废发票
E1,6376668,2019/3/27,B00844,11689.66,1870.34,13560,作废发票
E1,8892012,2019/3/28,B09841,980821.54,156931.46,1137753,作废发票
E1,8892013,2019/3/28,B09841,714313.78,114290.22,828604,作废发票
E1,8939898,2019/4/24,B07545,902358.42,117306.58,1019665,作废发票
E1,8939899,2019/4/24,B07545,255337.52,33193.9,288531.42,作废发票
E1,8939901,2019/4/24,B07664,442167.83,57481.89,499649.72,作废发票
E1,8939903,2019/4/24,B07993,638828.62,83047.7,721876.32,作废发票
E1,8939908,2019/4/24,B11768,804874.77,104633.75,909508.52,作废发票
E1,8939905,2019/4/24,B12757,297424.73,38665.21,336089.94,作废发票
E1,8939913,2019/4/26,B08713,35476.45,4611.95,40088.4,作废发票
E1,8939914,2019/4/26,B08713,4246.02,551.98,4798,作废发票
E1,8943470,2019/4/28,B08065,798757.78,103838.52,902596.3,作废发票
E1,8943471,2019/4/28,B08065,798757.78,103838.52,902596.3,作废发票
E1,8943460,2019/4/28,B12226,818458.39,106399.61,924858,作废发票
E1,8943461,2019/4/28,B12226,995499.99,129415.01,1124915,作废发票
E1,6376684,2019/5/5,B00326,6723.89,874.11,7598,作废发票
E1,6376686,2019/5/5,B02814,10060.18,1307.82,11368,作废发票
E1,6376685,2019/5/5,B04381,22460.18,2919.82,25380,作废发票
E1,6376690,2019/5/16,B03377,2000,260,2260,作废发票
E1,6376691,2019/5/21,B03377,2000,260,2260,作废发票
E1,8943514,2019/5/23,B10359,954632.74,124102.26,1078735,作废发票
E1,8943516,2019/5/23,B10359,803847.78,104500.22,908348,作废发票
E1,1438474,2019/5/24,B03199,800850,104110.5,904960.5,作废发票
E1,1438539,2019/5/28,B09126,781405.13,101582.67,882987.8,作废发票
E1,1438599,2019/5/29,B08742,882022.56,114662.94,996685.5,作废发票
E1,6376695,2019/6/10,B03518,42477.87,5522.13,48000,作废发票
E1,6376696,2019/6/10,B03518,12743.36,1656.64,14400,作废发票
E1,6376698,2019/6/10,B03518,12743.36,1656.64,14400,作废发票
E1,1438637,2019/6/14,B11280,7256.64,943.36,8200,作废发票
E1,6376700,2019/6/14,B12402,26017.7,3382.3,29400,作废发票
E1,6376702,2019/6/14,B12402,24361.06,3166.94,27528,作废发票
E1,1438665,2019/6/24,B09944,883368.14,114837.86,998206,作废发票
E1,1438680,2019/6/24,B09944,922606.19,119938.81,1042545,作废发票
E1,1438681,2019/6/24,B09944,922606.19,119938.81,1042545,作废发票
E1,1438682,2019/6/24,B09944,922606.19,119938.81,1042545,作废发票
E1,1438700,2019/6/24,B09944,926725.66,120474.34,1047200,作废发票
E1,1438714,2019/6/25,B07664,838175.8,108962.84,947138.64,作废发票
E1,4642146,2019/6/27,B03177,843667.28,109676.72,953344,作废发票
E1,4642174,2019/6/27,B04023,801207.95,104157.05,905365,作废发票
E1,4642147,2019/6/27,B08299,323131.87,42007.13,365139,作废发票
E1,9920697,2019/6/28,B03516,838046.07,108945.93,946992,作废发票
E1,4642223,2019/6/28,B08742,623373.46,81038.54,704412,作废发票
E1,6376713,2019/6/28,B09221,69533.63,9039.37,78573,作废发票
E1,6376714,2019/6/28,B09221,71478.76,9292.24,80771,作废发票
E1,4642212,2019/6/28,B10091,22430.08,2915.92,25346,作废发票
E1,6376722,2019/7/2,B00388,7787.61,1012.39,8800,作废发票
E1,6376727,2019/7/3,B11922,99889.37,12985.63,112875,作废发票
E1,9920818,2019/7/23,B07993,355083.08,46160.92,401244,作废发票
E1,9920830,2019/7/24,B08119,866135.35,112597.65,978733,作废发票
E1,9920831,2019/7/24,B08119,326263.88,42414.31,368678.19,作废发票
E1,9920837,2019/7/24,B12520,738599.11,96017.89,834617,作废发票
E1,9920839,2019/7/24,B13009,107418.11,13964.35,121382.46,作废发票
E1,9920881,2019/7/25,B08299,75405.31,9802.69,85208,作废发票
E1,9920886,2019/7/25,B10093,31893.62,4146.18,36039.8,作废发票
E1,6376743,2019/7/26,B08119,98463.71,12800.29,111264,作废发票
E1,13309438,2019/7/29,B03516,5812.39,755.61,6568,作废发票
E1,13309467,2019/8/19,B00798,34288.5,4457.5,38746,作废发票
E1,13309484,2019/8/20,B00816,300323.01,39041.99,339365,作废发票
E1,13309504,2019/8/22,B00829,84849.56,11030.44,95880,作废发票
E1,13309493,2019/8/22,B09944,978623.89,127221.11,1105845,作废发票
E1,13309496,2019/8/22,B09944,700534.51,91069.49,791604,作废发票
E1,13309553,2019/8/26,B02321,35923.72,4670.08,40593.8,作废发票
E1,13309573,2019/8/26,B03531,29377.87,3819.13,33197,作废发票
E1,13309589,2019/8/26,B08072,451857.74,58741.56,510599.3,作废发票
E1,13309528,2019/8/26,B08890,461993.63,60059.17,522052.8,作废发票
E1,13309535,2019/8/26,B13886,112310.62,14600.38,126911,作废发票
E1,13309636,2019/8/28,B08713,336803.53,43784.47,380588,作废发票
E1,13320722,2019/9/6,B00834,57336.28,7453.72,64790,作废发票
E1,13320724,2019/9/6,B00834,85518.58,11117.42,96636,作废发票
E1,11060429,2019/10/23,B09944,90739.84,11796.16,102536,作废发票
E1,11060479,2019/10/25,B09647,507602.64,65988.36,573591,作废发票
E1,11060529,2019/10/28,B08335,141752.62,18427.88,160180.5,作废发票
E1,11060532,2019/10/28,B09352,92578.76,12035.24,104614,作废发票
E1,11060576,2019/11/4,B00816,99742.48,12966.52,112709,作废发票
E1,11060577,2019/11/4,B00816,99742.48,12966.52,112709,作废发票
E1,11060578,2019/11/4,B00816,99742.48,12966.52,112709,作废发票
E1,11060579,2019/11/4,B00816,99395.58,12921.42,112317,作废发票
E1,11060580,2019/11/4,B00816,99203.54,12896.46,112100,作废发票
E1,11060581,2019/11/4,B00816,98849.56,12850.44,111700,作废发票
E1,11060582,2019/11/4,B00816,99734.51,12965.49,112700,作废发票
E1,11060583,2019/11/4,B00816,99265.48,12904.52,112170,作废发票
E1,11060584,2019/11/4,B00816,97161.07,12630.93,109792,作废发票
E1,11060585,2019/11/4,B00816,98888.5,12855.5,111744,作废发票
E1,11060586,2019/11/4,B00816,91943.36,11952.64,103896,作废发票
E1,11060587,2019/11/4,B00816,15570.8,2024.2,17595,作废发票
E1,11060588,2019/11/4,B00816,38482.3,5002.7,43485,作废发票
E1,11060589,2019/11/4,B00816,98328.32,12782.68,111111,作废发票
E1,11060590,2019/11/4,B00816,98328.32,12782.68,111111,作废发票
E1,11060591,2019/11/4,B00816,90388.5,11750.5,102139,作废发票
E1,11060592,2019/11/4,B00816,72913.27,9478.73,82392,作废发票
E1,11060593,2019/11/4,B00816,63451.33,8248.67,71700,作废发票
E1,11060594,2019/11/4,B00816,4953.98,644.02,5598,作废发票
E1,11060595,2019/11/4,B00816,9114.16,1184.84,10299,作废发票
E1,11060613,2019/11/15,B01027,85146.02,11068.98,96215,作废发票
E1,11060614,2019/11/15,B01027,85146.02,11068.98,96215,作废发票
E1,11060598,2019/11/15,B03907,297345.13,38654.87,336000,作废发票
E1,11060616,2019/11/22,B08830,217172.57,28232.37,245404.94,作废发票
E1,14906436,2019/11/26,B08399,395339.82,51394.12,446733.94,作废发票
E1,20438242,2019/11/27,B00413,52035.4,6764.6,58800,作废发票
E1,14906481,2019/11/27,B04130,852351.8,110805.7,963157.5,作废发票
E1,14906482,2019/11/27,B09436,81780.07,10631.43,92411.5,作废发票
E1,14906534,2019/11/28,B03199,990731.86,128795.14,1119527,作废发票
E1,14906540,2019/11/28,B04130,851118.13,110645.37,961763.5,作废发票
E1,14906579,2019/12/7,B00764,97875.23,12723.77,110599,作废发票
E1,14906581,2019/12/7,B00764,98046.02,12745.98,110792,作废发票
E1,14906566,2019/12/7,B00793,29203.54,3796.46,33000,作废发票
E1,14906583,2019/12/7,B01024,5502.65,715.35,6218,作废发票
E1,14906584,2019/12/7,B01024,20240.71,2631.29,22872,作废发票
E1,14903484,2019/12/12,B01024,58346.02,7584.98,65931,作废发票
E1,14903495,2019/12/17,B01038,91918.59,11949.41,103868,作废发票
E1,14903496,2019/12/17,B01038,33398.23,4341.77,37740,作废发票
E1,14903623,2019/12/24,B00796,25454.87,3309.13,28764,作废发票
E1,14903652,2019/12/25,B03348,475715.03,61842.97,537558,作废发票
E1,14903673,2019/12/25,B08222,433528.8,56358.78,489887.58,作废发票
E1,14903697,2019/12/26,B09529,153449.55,19948.45,173398,作废发票
E1,14903708,2019/12/27,B08532,14407.08,1872.92,16280,作废发票
E1,14903709,2019/12/27,B08532,45986.72,5978.28,51965,作废发票
E1,14903753,2020/1/9,B00813,5042.48,655.52,5698,作废发票
E1,14903783,2020/1/10,B07992,911365.26,118477.48,1029842.74,作废发票
E1,14903784,2020/1/10,B07992,998299.1,129778.89,1128077.99,作废发票
E1,14903785,2020/1/10,B07992,922637.3,119942.85,1042580.15,作废发票
E1,14903786,2020/1/10,B07992,993325.57,129132.35,1122457.92,作废发票
E1,14903787,2020/1/10,B07992,999901.05,129987.13,1129888.18,作废发票
E1,14903810,2020/1/13,B01297,97130.53,12626.97,109757.5,作废发票
E1,716698,2020/1/13,B07992,915931.33,119071.06,1035002.39,作废发票
E1,716699,2020/1/13,B07992,366985.85,47708.15,414694,作废发票
E1,14903809,2020/1/13,B09915,413064.6,53698.4,466763,作废发票
E1,716737,2020/1/14,B00795,95047.79,12356.21,107404,作废发票
E1,716738,2020/1/14,B00795,99486.72,12933.28,112420,作废发票
E1,716739,2020/1/14,B00795,96776.11,12580.89,109357,作废发票
E1,716740,2020/1/14,B00795,96778.77,12581.23,109360,作废发票
E1,716741,2020/1/14,B00795,94516.81,12287.19,106804,作废发票
E1,716743,2020/1/14,B00795,81221.23,10558.77,91780,作废发票
E1,716744,2020/1/14,B00795,2786.73,362.27,3149,作废发票
E1,716745,2020/1/14,B00795,89376.99,11619.01,100996,作废发票
E1,716746,2020/1/14,B00795,89376.99,11619.01,100996,作废发票
E1,716747,2020/1/14,B00795,89376.99,11619.01,100996,作废发票
E1,716748,2020/1/14,B00795,12768.14,1659.86,14428,作废发票
E2,6466445,2017/1/3,B03005,2075.47,124.53,2200,作废发票
E2,6466468,2017/1/9,B08987,94339.62,5660.38,100000,作废发票
E2,6466487,2017/1/11,B08974,82991.51,4979.49,87971,作废发票
E2,6466559,2017/1/13,B01182,94339.62,5660.38,100000,作废发票
E2,6466560,2017/1/13,B01182,94339.62,5660.38,100000,作废发票
E2,6466561,2017/1/13,B01182,94339.62,5660.38,100000,作废发票
E2,6466562,2017/1/13,B01182,75471.7,4528.3,80000,作废发票
E2,6429498,2017/1/20,B01268,15576,934.56,16510.56,作废发票
E2,6429499,2017/1/20,B11733,50000,3000,53000,作废发票
E2,6429500,2017/1/20,B11733,94339.62,5660.38,100000,作废发票
E2,6429501,2017/1/20,B11733,36551.89,2193.11,38745,作废发票
E2,6429505,2017/1/20,B11733,47169.81,2830.19,50000,作废发票
E2,6429492,2017/1/20,B12970,35000,2100,37100,作废发票
E2,6431557,2017/1/22,B13189,94339.62,5660.38,100000,作废发票
E2,6431558,2017/1/22,B13189,94339.62,5660.38,100000,作废发票
E2,6431559,2017/1/22,B13189,94339.62,5660.38,100000,作废发票
E2,6431560,2017/1/22,B13189,94339.62,5660.38,100000,作废发票
E2,6431561,2017/1/22,B13189,44622.64,2677.36,47300,作废发票
E2,133498,2017/2/13,B03518,29985.85,1799.15,31785,作废发票
E2,6431577,2017/2/14,B00740,94339.62,5660.38,100000,作废发票
E2,6431578,2017/2/14,B00740,85849.06,5150.94,91000,作废发票
E2,133499,2017/2/14,B01097,15367.92,922.08,16290,作废发票
E2,7165804,2017/2/20,B02905,943.4,56.6,1000,作废发票
E2,6431589,2017/2/20,B03005,1320.75,79.25,1400,作废发票
E2,133505,2017/2/20,B03631,18726.42,1123.58,19850,作废发票
E2,133512,2017/2/22,B02634,94339.62,5660.38,100000,作废发票
E2,133513,2017/2/22,B02634,94339.62,5660.38,100000,作废发票
E2,133514,2017/2/22,B02634,20433.96,1226.04,21660,作废发票
E2,7165817,2017/2/27,B02905,943.4,56.6,1000,作废发票
E2,7165827,2017/3/2,B02553,94339.62,5660.38,100000,作废发票
E2,7165855,2017/3/6,B01111,46086.79,2765.21,48852,作废发票
E2,7165850,2017/3/6,B01163,94339.62,5660.38,100000,作废发票
E2,133525,2017/3/7,B00145,2268.87,136.13,2405,作废发票
E2,7165862,2017/3/9,B01095,46086.79,2765.21,48852,作废发票
E2,7165921,2017/3/23,B04847,69622.64,4177.36,73800,作废发票
E2,7166000,2017/4/12,B01163,94339.62,5660.38,100000,作废发票
E2,7069199,2017/4/14,B03988,27127.36,1627.64,28755,作废发票
E2,4283013,2017/4/19,B01095,4132.08,247.92,4380,作废发票
E2,7069214,2017/4/21,B12205,74528.3,4471.7,79000,作废发票
E2,7069215,2017/4/21,B12205,74528.3,4471.7,79000,作废发票
E2,4283032,2017/4/28,B03625,1760.38,105.62,1866,作废发票
E2,7989807,2017/5/3,B00739,94339.62,5660.38,100000,作废发票
E2,7989808,2017/5/3,B00739,94339.62,5660.38,100000,作废发票
E2,7989809,2017/5/3,B00739,47169.81,2830.19,50000,作废发票
E2,7989810,2017/5/3,B03925,2179.25,130.75,2310,作废发票
E2,4283037,2017/5/8,B04060,94339.62,5660.38,100000,作废发票
E2,7989836,2017/5/11,B12161,94339.62,5660.38,100000,作废发票
E2,7989837,2017/5/11,B12161,70754.72,4245.28,75000,作废发票
E2,4283042,2017/5/12,B04059,16650.94,999.06,17650,作废发票
E2,6505706,2017/5/26,B12901,94339.62,5660.38,100000,作废发票
E2,6505707,2017/5/26,B12901,94339.62,5660.38,100000,作废发票
E2,6505708,2017/5/26,B12901,94339.62,5660.38,100000,作废发票
E2,6505709,2017/5/26,B12901,94339.62,5660.38,100000,作废发票
E2,83875,2017/6/7,B03300,94339.62,5660.38,100000,作废发票
E2,83876,2017/6/7,B03300,94339.62,5660.38,100000,作废发票
E2,83877,2017/6/7,B03300,94339.62,5660.38,100000,作废发票
E2,83885,2017/6/8,B00003,0,0,0,作废发票
E2,7989926,2017/6/8,B02441,4750,285,5035,作废发票
E2,7989927,2017/6/8,B12323,75000,4500,79500,作废发票
E2,7989941,2017/6/9,B04624,70047.17,4202.83,74250,作废发票
E2,83890,2017/6/9,B07818,42452.83,2547.17,45000,作废发票
E2,83895,2017/6/15,B13526,9558.49,573.51,10132,作废发票
E2,7990003,2017/6/16,B01751,94339.62,5660.38,100000,作废发票
E2,7990004,2017/6/16,B01751,63687.74,3821.26,67509,作废发票
E2,7990005,2017/6/16,B01751,84914.5,5094.87,90009.37,作废发票
E2,7990006,2017/6/16,B01751,33038.68,1982.32,35021,作废发票
E2,83907,2017/6/19,B01075,47825.94,2869.56,50695.5,作废发票
E2,472405,2017/6/29,B00734,7292.45,437.55,7730,作废发票
E2,472440,2017/7/3,B08831,14135.85,848.15,14984,作废发票
E2,472432,2017/7/3,B13039,52830.19,3169.81,56000,作废发票
E2,123922,2017/7/4,B02553,28301.89,1698.11,30000,作废发票
E2,123926,2017/7/5,B01926,37735.85,2264.15,40000,作废发票
E2,472444,2017/7/5,B13806,94339.62,5660.38,100000,作废发票
E2,472445,2017/7/5,B13806,18867.92,1132.08,20000,作废发票
E2,472452,2017/7/6,B04059,8925,535.5,9460.5,作废发票
E2,11048009,2017/7/11,B00337,-11132.08,-667.92,-11800,作废发票
E2,123956,2017/7/18,B04059,11183.97,671.03,11855,作废发票
E2,11048037,2017/7/20,B08742,405.66,24.34,430,作废发票
E2,6837660,2017/8/7,B12901,4811.32,288.68,5100,作废发票
E2,6837667,2017/8/7,B12901,48888.68,2933.32,51822,作废发票
E2,11048113,2017/8/9,B12981,5490.57,329.43,5820,作废发票
E2,11048114,2017/8/9,B12984,6306.6,378.4,6685,作废发票
E2,11048111,2017/8/9,B12985,7627.36,457.64,8085,作废发票
E2,489919,2017/8/15,B03925,4882.08,292.92,5175,作废发票
E2,489932,2017/8/21,B01089,13679.25,820.75,14500,作废发票
E2,489941,2017/8/23,B09098,18648.11,1118.89,19767,作废发票
E2,489950,2017/8/23,B12989,7589.62,455.38,8045,作废发票
E2,489983,2017/8/29,B00342,46776.42,2806.58,49583,作废发票
E2,490000,2017/8/30,B00002,0,0,0,作废发票
E2,3286294,2017/8/31,B03037,94339.62,5660.38,100000,作废发票
E2,3286287,2017/8/31,B10402,35285.28,2117.12,37402.4,作废发票
E2,3286373,2017/9/8,B13192,94339.62,5660.38,100000,作废发票
E2,2945271,2017/9/12,B03590,1726.42,103.58,1830,作废发票
E2,3286391,2017/9/12,B13011,16981.13,1018.87,18000,作废发票
E2,3286392,2017/9/12,B13011,16037.74,962.26,17000,作废发票
E2,3286431,2017/9/18,B07692,94339.62,5660.38,100000,作废发票
E2,3286432,2017/9/18,B07692,94339.62,5660.38,100000,作废发票
E2,3286433,2017/9/18,B07692,94339.62,5660.38,100000,作废发票
E2,3286434,2017/9/18,B07692,94339.62,5660.38,100000,作废发票
E2,3286435,2017/9/18,B07692,28301.89,1698.11,30000,作废发票
E2,2945278,2017/9/19,B03590,14504.72,870.28,15375,作废发票
E2,2945279,2017/9/19,B03590,13424.53,805.47,14230,作废发票
E2,2945302,2017/9/22,B02445,94339.62,5660.38,100000,作废发票
E2,2945303,2017/9/22,B02445,56603.77,3396.23,60000,作废发票
E2,2945336,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945337,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945338,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945339,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945340,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945341,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945342,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945343,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945344,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945331,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945332,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945333,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945334,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,2945335,2017/10/11,B12713,94339.62,5660.38,100000,作废发票
E2,3286514,2017/10/12,B02781,5075.47,304.53,5380,作废发票
E2,6885500,2017/10/12,B12713,94339.62,5660.38,100000,作废发票
E2,6885501,2017/10/12,B12713,94339.62,5660.38,100000,作废发票
E2,6885502,2017/10/12,B12713,94339.62,5660.38,100000,作废发票
E2,6885503,2017/10/12,B12713,94339.62,5660.38,100000,作废发票
E2,6885504,2017/10/12,B12713,94339.62,5660.38,100000,作废发票
E2,6885505,2017/10/12,B12713,28301.89,1698.11,30000,作废发票
E2,3286507,2017/10/12,B13626,94339.62,5660.38,100000,作废发票
E2,3319346,2017/10/13,B00331,50495.28,3029.72,53525,作废发票
E2,3319446,2017/10/13,B01134,80840.57,4850.43,85691,作废发票
E2,3319347,2017/10/16,B04511,471.7,28.3,500,作废发票
E2,3319452,2017/10/16,B08713,93396.23,5603.77,99000,作废发票
E2,3319459,2017/10/17,B01013,94339.62,5660.38,100000,作废发票
E2,3319455,2017/10/17,B12343,37735.85,2264.15,40000,作废发票
E2,3319358,2017/10/20,B01134,9547.17,572.83,10120,作废发票
E2,3319509,2017/10/20,B03913,37547.17,2252.83,39800,作废发票
E2,6885512,2017/10/20,B10892,890.57,53.43,944,作废发票
E2,3319510,2017/10/24,B10793,80188.68,4811.32,85000,作废发票
E2,6885524,2017/10/26,B03430,9433.96,566.04,10000,作废发票
E2,3319536,2017/10/27,B07526,94339.62,5660.38,100000,作废发票
E2,2963901,2017/10/31,B01097,84098.11,5045.89,89144,作废发票
E2,3319545,2017/10/31,B04946,37735.85,2264.15,40000,作废发票
E2,2963903,2017/11/1,B01117,16773.58,1006.42,17780,作废发票
E2,2963904,2017/11/1,B03518,1264.15,75.85,1340,作废发票
E2,2963906,2017/11/2,B01097,76724.53,4603.47,81328,作废发票
E2,3319549,2017/11/2,B03849,-46259.43,-2775.57,-49035,作废发票
E2,3319550,2017/11/2,B03849,46259.43,2775.57,49035,作废发票
E2,2963913,2017/11/6,B03430,11202.83,672.17,11875,作废发票
E2,3319374,2017/11/6,B04511,10150.94,609.06,10760,作废发票
E2,3319570,2017/11/7,B12604,94339.62,5660.38,100000,作废发票
E2,3319575,2017/11/7,B12604,94339.62,5660.38,100000,作废发票
E2,3319426,2017/11/9,B02100,94339.62,5660.38,100000,作废发票
E2,2963685,2017/11/9,B12901,23998.11,1439.89,25438,作废发票
E2,2963686,2017/11/9,B12901,46426.42,2785.58,49212,作废发票
E2,2963687,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
E2,2963688,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
E2,2963689,2017/11/9,B12901,34535.85,2072.15,36608,作废发票
E2,2963690,2017/11/9,B12901,92778.3,5566.7,98345,作废发票
E2,2963691,2017/11/9,B12901,46764.15,2805.85,49570,作废发票
E2,2963692,2017/11/9,B12901,198.11,11.89,210,作废发票
E2,2963693,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
E2,2963694,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
E2,2963695,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
E2,2963696,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
E2,2963697,2017/11/9,B12901,94339.62,5660.38,100000,作废发票
