Jo Stafford,0.4117647058823529,-1.0,12,4,2.200000000000001,1.4000000000000004
Victor Borge,0.5,nan,1,0,1.1,1
Theodore Bikel,0.5,nan,1,0,1.1,1
Spike Jones,0.32971014492753625,-1.0000000000000004,20,4,3.0000000000000018,1.4000000000000004
Simon & Garfunkel,0.36830601092896176,-0.9999999999999999,46,14,5.599999999999997,2.4000000000000012
The Beach Boys,0.12650753768844222,-0.9999999999999998,186,13,19.600000000000012,2.300000000000001
Les Baxter,0.38181818181818183,-1.0000000000000024,8,2,1.8000000000000007,1.2000000000000002
Caetano Veloso,0.5166666666666667,-1.0,13,11,2.300000000000001,2.100000000000001
Burt Bacharach,0.2928913192071087,-0.9999999999999999,63,13,7.299999999999991,2.300000000000001
Baden Powell,0.16666666666666666,nan,5,0,1.5000000000000004,1
AntÃ´nio Carlos Jobim,0.20917678812415655,-1.0,34,4,4.400000000000001,1.4000000000000004
JoÃ£o Gilberto,0.3181818181818182,-1.0000000000000013,27,6,3.7000000000000024,1.6000000000000005
Frank Sinatra,0.2095679012345679,-0.9999999999999989,71,9,8.099999999999989,1.9000000000000008
EdÃº Lobo,0.5535714285714286,-0.9999999999999994,4,3,1.4000000000000004,1.3000000000000003
John Cage,0.02857142857142857,nan,34,0,4.400000000000001,1
Pink Floyd,0.18716662686091873,-1.0000000000000002,142,16,15.199999999999964,2.6000000000000014
Miles Davis,0.17379310344827587,-0.9999999999999996,160,16,16.999999999999975,2.6000000000000014
Terry Riley,0.12912912912912913,-0.9999999999999994,34,2,4.400000000000001,1.2000000000000002
Jefferson Airplane,0.4295900178253119,-1.0000000000000002,25,9,3.500000000000002,1.9000000000000008
Grateful Dead,0.44556803995006244,-1.0000000000000004,60,29,6.999999999999992,3.9000000000000026
Joan Armatrading,0.5184615384615384,-0.9999999999999996,12,13,2.200000000000001,2.300000000000001
TLC,0.45032467532467535,-1.0000000000000002,37,18,4.7,2.8000000000000016
En Vogue,0.509713228492137,-1.0,22,24,3.200000000000002,3.400000000000002
Janet Jackson,0.3443859649122807,-1.0000000000000007,59,16,6.899999999999992,2.6000000000000014
Mariah Carey,0.43812797461660496,-1.0000000000000002,42,19,5.199999999999998,2.9000000000000017
R. Kelly,0.473224043715847,-0.9999999999999999,38,22,4.8,3.200000000000002
Mary J. Blige,0.4462745098039216,-1.0,34,16,4.400000000000001,2.6000000000000014
Chaka Khan,0.3824489795918367,-1.0000000000000004,37,12,4.7,2.200000000000001
Whitney Houston,0.4556692242114237,-1.0000000000000002,45,23,5.499999999999997,3.300000000000002
Cream,0.2261904761904762,-1.0,91,13,10.099999999999982,2.300000000000001
Elmore James,0.15032467532467533,-0.9999999999999988,51,4,6.099999999999995,1.4000000000000004
Eric Clapton,0.4774774774774775,-1.0,46,28,5.599999999999997,3.8000000000000025
Deep Purple,0.24242424242424243,-1.0000000000000004,95,15,10.49999999999998,2.5000000000000013
Jeff Beck,0.4174107142857143,-1.0000000000000002,45,18,5.499999999999997,2.8000000000000016
Leslie West,0.25,nan,3,0,1.3000000000000003,1
The Yardbirds,0.2460349193655871,-1.0000000000000002,105,17,11.499999999999977,2.7000000000000015
Little Walter,0.2015810276679842,-0.9999999999999968,20,2,3.0000000000000018,1.2000000000000002
Robin Trower,0.5190476190476191,-1.0,9,11,1.9000000000000008,2.100000000000001
The Rolling Stones,0.1990583953157145,-0.9999801911374865,319,39,32.9000000000002,4.8999999999999995
Barry Manilow,0.49444444444444446,-1.0000000000000007,14,21,2.4000000000000012,3.100000000000002
America,0.513978494623656,-0.9999999999999999,16,14,2.6000000000000014,2.4000000000000012
Poco,0.5160919540229885,-1.0000000000000002,14,15,2.4000000000000012,2.5000000000000013
Brand New,0.3954248366013072,-0.9999999999999994,4,13,1.4000000000000004,2.300000000000001
Sunny Day Real Estate,0.47387518142235124,-1.0,33,19,4.300000000000002,2.9000000000000017
Stone Temple Pilots,0.5101950354609929,-1.0000000000000002,23,24,3.300000000000002,3.400000000000002
Quicksand,0.21794871794871795,nan,11,1,2.100000000000001,1.1
Joe,0.20995670995670995,-1.0000000000000029,2,19,1.2000000000000002,2.9000000000000017
Leonard Bernstein,0.125,nan,7,0,1.7000000000000006,1
Jule Styne,0.3333333333333333,nan,2,0,1.2000000000000002,1
George Martin,0.5666666666666667,-0.9999999999999991,3,2,1.3000000000000003,1.2000000000000002
Stephen Sondheim,0.5555555555555556,-1.0,4,4,1.4000000000000004,1.4000000000000004
U-Roy,0.4594594594594595,-1.0,24,12,3.400000000000002,2.200000000000001
Derrick Morgan,0.09090909090909091,nan,10,0,2.000000000000001,1
Jimmy Cliff,0.3774283071230342,-1.0000000000000004,35,11,4.500000000000001,2.100000000000001
Aswad,0.5,-1.0,15,21,2.5000000000000013,3.100000000000002
Steel Pulse,0.5114942528735632,-1.0,13,16,2.300000000000001,2.6000000000000014
Toots & the Maytals,0.4181313598519889,-1.0,33,13,4.300000000000002,2.300000000000001
Desmond Dekker,0.43044354838709675,-1.0,22,9,3.200000000000002,1.9000000000000008
Prince Jazzbo,0.5238095238095238,-1.0000000000000002,4,2,1.4000000000000004,1.2000000000000002
Creedence Clearwater Revival,0.45877009084556253,-0.9999999999999998,35,18,4.500000000000001,2.8000000000000016
The Cramps,0.5105204872646734,-1.0,20,22,3.0000000000000018,3.200000000000002
Lynyrd Skynyrd,0.43295739348370926,-1.0,39,17,4.8999999999999995,2.7000000000000015
Charlie Feathers,0.49523809523809526,-1.0000000000000002,9,5,1.9000000000000008,1.5000000000000004
Link Wray,0.44696969696969696,-1.0,22,10,3.200000000000002,2.000000000000001
Sam the Sham & the Pharaohs,0.512987012987013,-0.9999999999999999,9,12,1.9000000000000008,2.200000000000001
Screamin' Jay Hawkins,0.49444444444444446,-1.0000000000000002,21,14,3.100000000000002,2.4000000000000012
Jerry Lee Lewis,0.24034902168164993,-1.0,53,8,6.2999999999999945,1.8000000000000007
Brian Setzer,0.270935960591133,-0.9999999999999988,4,24,1.4000000000000004,3.400000000000002
Mojo Nixon,0.6666666666666666,nan,1,1,1.1,1.1
Dave Edmunds,0.38385598141695704,-0.9999999999999994,10,31,2.000000000000001,4.100000000000002
ZZ Top,0.5106280193236715,-0.9999999999999999,23,22,3.300000000000002,3.200000000000002
Tony Joe White,0.5256410256410257,-1.0,7,5,1.7000000000000006,1.5000000000000004
Keith Richards,0.5151209677419355,-1.0,15,16,2.5000000000000013,2.6000000000000014
Johnny Cash,0.16961709939680042,-0.9999999999999996,112,11,12.199999999999974,2.100000000000001
The Ventures,0.5177865612648221,-0.9999999999999996,10,12,2.000000000000001,2.200000000000001
Molly Hatchet,0.4921052631578947,-0.9999999999999997,7,12,1.7000000000000006,2.200000000000001
Cab Calloway,0.03571428571428571,nan,27,0,3.7000000000000024,1
Charlie Christian,0.07957957957957958,nan,35,1,4.500000000000001,1.1
The Dickies,0.48095238095238096,-0.9999999999999998,13,7,2.300000000000001,1.7000000000000006
The Weirdos,0.5166666666666667,-0.9999999999999999,11,13,2.100000000000001,2.300000000000001
Steven Halpern,0.5272727272727272,-1.0000000000000004,4,6,1.4000000000000004,1.6000000000000005
George Duke,0.5114942528735632,-1.0000000000000002,16,13,2.6000000000000014,2.300000000000001
Paula Abdul,0.5236842105263158,-0.9999999999999998,9,10,1.9000000000000008,2.000000000000001
Cyndi Lauper,0.5128022759601707,-1.0,18,19,2.8000000000000016,2.9000000000000017
Fito Olivares,0.6666666666666666,nan,1,1,1.1,1.1
Madonna,0.38340179238237493,-1.0,77,26,8.699999999999987,3.6000000000000023
Donna Summer,0.4462745098039216,-1.0,34,16,4.400000000000001,2.6000000000000014
Gloria Estefan,0.4967948717948718,-0.9999999999999998,16,23,2.6000000000000014,3.300000000000002
Los Tigres del Norte,0.44696969696969696,-0.9999999999999997,8,3,1.8000000000000007,1.3000000000000003
The Kinks,0.08139303482587065,-0.9999999999999976,192,8,20.20000000000002,1.8000000000000007
The Who,0.21333101287852418,-0.9999999999999994,149,20,15.899999999999961,3.0000000000000018
Syreeta,0.16666666666666666,nan,5,0,1.5000000000000004,1
Natalie Cole,0.4696969696969697,-0.9999999999999996,14,7,2.4000000000000012,1.7000000000000006
Isaac Hayes,0.3774283071230342,-1.0000000000000004,35,11,4.500000000000001,2.100000000000001
D'Angelo,0.4994535519125683,-1.0000000000000002,26,34,3.6000000000000023,4.400000000000001
Faith Evans,0.5156695156695157,-0.9999999999999998,14,12,2.4000000000000012,2.200000000000001
Dionne Warwick,0.39482029598308666,-0.9999999999999998,32,11,4.200000000000002,2.100000000000001
Erykah Badu,0.4990338164251208,-0.9999999999999998,19,26,2.9000000000000017,3.6000000000000023
Sade,0.4965986394557823,-1.0000000000000002,28,20,3.8000000000000025,3.0000000000000018
Roberta Flack,0.42,-0.9999999999999997,35,14,4.500000000000001,2.4000000000000012
Marvin Gaye,0.1783763795653658,-0.9999999999999987,169,18,17.899999999999988,2.8000000000000016
Prince,0.3858412698412698,-0.9999572832872111,94,32,10.39999999999998,4.200000000000002
Nina Simone,0.3153846153846154,-1.0,52,12,6.199999999999995,2.200000000000001
The Sweet Inspirations,0.5125,-1.0000000000000004,9,6,1.9000000000000008,1.6000000000000005
Brenda Russell,0.5291666666666667,-0.9999999999999998,7,8,1.7000000000000006,1.8000000000000007
Stevie Wonder,0.14250559284116332,-0.9999999999999991,138,11,14.799999999999965,2.100000000000001
Maxwell,0.3388888888888889,-1.0000000000000002,7,28,1.7000000000000006,3.8000000000000025
Oleta Adams,0.3392857142857143,nan,1,6,1.1,1.6000000000000005
Aretha Franklin,0.253458815958816,-1.0000000000000007,95,16,10.49999999999998,2.6000000000000014
Allen Toussaint,0.43044354838709675,-1.0,22,9,3.200000000000002,1.9000000000000008
Slayer,0.32504677893611333,-0.9999999999999997,69,17,7.899999999999989,2.7000000000000015
Iron Maiden,0.3817204301075269,-1.0,69,23,7.899999999999989,3.300000000000002
Corrosion of Conformity,0.5171957671957672,-0.9999999999999997,13,14,2.300000000000001,2.4000000000000012
Exhorder,0.5833333333333334,nan,1,2,1.1,1.2000000000000002
Judas Priest,0.27834378265412746,-0.9999999999999996,73,14,8.299999999999988,2.4000000000000012
Van Halen,0.45636203349985305,-1.0000000000000002,54,28,6.399999999999994,3.8000000000000025
Saint Vitus,0.5130718954248366,-1.0,10,7,2.000000000000001,1.7000000000000006
Venom,0.41596194503171247,-0.9999999999999996,31,12,4.100000000000002,2.200000000000001
Napalm Death,0.5075268817204301,-1.0000000000000002,13,17,2.300000000000001,2.7000000000000015
Negative Approach,0.5125,-1.0000000000000004,6,9,1.6000000000000005,1.9000000000000008
Megadeth,0.49767711962833916,-0.9999999999999997,24,17,3.400000000000002,2.7000000000000015
Ozzy Osbourne,0.42645074224021595,-0.9999999999999999,27,11,3.7000000000000024,2.100000000000001
Anthrax,0.4070847851335656,-0.9999999999999999,30,11,4.000000000000003,2.100000000000001
MotÃ¶rhead,0.3460764587525151,-1.0000000000000002,55,15,6.499999999999994,2.5000000000000013
Godflesh,0.4921052631578947,-0.9999999999999997,7,12,1.7000000000000006,2.200000000000001
Annihilator,0.4921052631578947,-0.9999999999999997,7,12,1.7000000000000006,2.200000000000001
Manowar,0.5066666666666667,-0.9999999999999999,14,10,2.4000000000000012,2.000000000000001
Ted Nugent,0.501219512195122,-1.0000000000000002,23,17,3.300000000000002,2.7000000000000015
Testament,0.5177865612648221,-0.9999999999999996,12,10,2.200000000000001,2.000000000000001
Anvil,0.5294117647058824,-1.0,8,8,1.8000000000000007,1.8000000000000007
Danzig,0.5147783251231527,-0.9999999999999997,15,13,2.5000000000000013,2.300000000000001
Soundgarden,0.4931506849315068,-1.0000000000000002,42,30,5.199999999999998,4.000000000000003
John Frusciante,0.48616600790513836,-0.9999999999999998,8,14,1.8000000000000007,2.4000000000000012
Rollins Band,0.5291666666666667,-0.9999999999999998,8,7,1.8000000000000007,1.7000000000000006
Nine Inch Nails,0.49689265536723165,-0.9999999999999999,34,25,4.400000000000001,3.500000000000002
Nirvana,0.39347333565702336,-1.0000000000000002,111,40,12.099999999999975,4.999999999999999
Neurosis,0.42916666666666664,-1.0000000000000002,4,11,1.4000000000000004,2.100000000000001
Mr. Bungle,0.5134920634920634,-0.9999999999999998,17,18,2.7000000000000015,2.8000000000000016
Helmet,0.5,-1.0,21,15,3.100000000000002,2.5000000000000013
Marilyn Manson,0.43221523410202656,-1.0000000000000002,16,37,2.6000000000000014,4.7
Chuck Berry,0.13555691554467564,-0.9999999999999999,159,12,16.899999999999974,2.200000000000001
Elvis Presley,0.16495526331591906,-0.9999999999999997,166,16,17.599999999999984,2.6000000000000014
Donovan,0.39177978883861236,-0.9999999999999997,38,13,4.8,2.300000000000001
Little Richard,0.1803049828178694,-1.0000000000000009,88,9,9.799999999999983,1.9000000000000008
The Paul Butterfield Blues Band,0.5833333333333334,nan,1,2,1.1,1.2000000000000002
Steppenwolf,0.4926829268292683,-1.0,24,16,3.400000000000002,2.6000000000000014
The Amboy Dukes,0.510989010989011,-0.9999999999999999,5,8,1.5000000000000004,1.8000000000000007
King Crimson,0.35192307692307695,-1.0,50,14,5.999999999999996,2.4000000000000012
The Doors,0.21904761904761905,-1.0000000000000002,74,10,8.399999999999988,2.000000000000001
Laura Nyro,0.4833091436865022,-1.0,32,20,4.200000000000002,3.0000000000000018
Frank Zappa,0.3314873417721519,-1.0000000000000002,63,16,7.299999999999991,2.6000000000000014
Vanilla Fudge,0.44696969696969696,-1.0,22,10,3.200000000000002,2.000000000000001
John Barry,0.48544973544973546,-1.0,17,10,2.7000000000000015,2.000000000000001
The Pretty Things,0.4981060606060606,-1.0,19,13,2.9000000000000017,2.300000000000001
Tony Bennett,0.4465737514518002,-1.0000000000000002,28,13,3.8000000000000025,2.300000000000001
Ã‰dith Piaf,0.08174603174603175,nan,34,1,4.400000000000001,1.1
Yves Montand,0.3333333333333333,nan,2,0,1.2000000000000002,1
Charles Aznavour,0.26877470355731226,-1.0000000000000013,19,3,2.9000000000000017,1.3000000000000003
Dave Brubeck,0.3300653594771242,-0.9999999999999998,14,3,2.4000000000000012,1.3000000000000003
Terry Gibbs,0.6666666666666666,nan,1,1,1.1,1.1
John Coltrane,0.20910230120756437,-0.9999999999999991,118,15,12.799999999999972,2.5000000000000013
Dexter Gordon,0.2904761904761905,-0.9999999999999991,17,3,2.7000000000000015,1.3000000000000003
Ravi Shankar,0.045454545454545456,nan,21,0,3.100000000000002,1
Bud Powell,0.11707317073170732,-1.000000000000002,38,2,4.8,1.2000000000000002
McCoy Tyner,0.5066666666666667,-0.9999999999999999,14,10,2.4000000000000012,2.000000000000001
Paul Oakenfold,0.5378787878787878,-1.0,5,6,1.5000000000000004,1.6000000000000005
Paul van Dyk,0.5444444444444444,-0.9999999999999997,4,5,1.4000000000000004,1.5000000000000004
Pearl Jam,0.5064182194616977,-1.0,41,29,5.099999999999999,3.9000000000000026
Paul Westerberg,0.5059288537549407,-1.0000000000000002,9,13,1.9000000000000008,2.300000000000001
BoDeans,0.4477124183006536,-1.0000000000000004,5,12,1.5000000000000004,2.200000000000001
Big Star,0.3393640350877193,-1.0,75,20,8.499999999999988,3.0000000000000018
The Connells,0.5,-0.9999999999999998,3,6,1.3000000000000003,1.6000000000000005
Crowded House,0.5075757575757576,-1.0,14,18,2.4000000000000012,2.8000000000000016
Foo Fighters,0.49912331969608414,-1.0,33,25,4.300000000000002,3.500000000000002
Lindsey Buckingham,0.5291666666666667,-0.9999999999999998,7,8,1.7000000000000006,1.8000000000000007
Jimmy Buffett,0.5128022759601707,-1.0,18,19,2.8000000000000016,2.9000000000000017
Matthew Sweet,0.23061224489795917,-0.9999999999999993,6,43,1.6000000000000005,5.299999999999998
The Posies,0.3157894736842105,-1.0000000000000002,3,15,1.3000000000000003,2.5000000000000013
Tom Petty,0.48787878787878786,-0.9999999999999996,39,26,4.8999999999999995,3.6000000000000023
Marshall Crenshaw,0.4060846560846561,-0.9999999999999996,7,20,1.7000000000000006,3.0000000000000018
The Smithereens,0.3121794871794872,-0.9999999999999993,7,32,1.7000000000000006,4.200000000000002
Todd Rundgren,0.4924645390070922,-1.0000000000000002,28,19,3.8000000000000025,2.9000000000000017
Gram Parsons,0.4440532081377152,-0.9998577513431016,51,22,6.099999999999995,3.200000000000002
Steely Dan,0.4701280227596017,-1.0,24,13,3.400000000000002,2.300000000000001
Bee Gees,0.391677973767526,-1.0000000000000007,49,17,5.899999999999996,2.7000000000000015
"Blood, Sweat & Tears",0.5114942528735632,-1.0,13,16,2.300000000000001,2.6000000000000014
Boz Scaggs,0.5047619047619047,-1.0,8,12,1.8000000000000007,2.200000000000001
Larry Carlton,0.5256410256410257,-1.0000000000000002,5,7,1.5000000000000004,1.7000000000000006
Chicago,0.49,-1.0,15,9,2.5000000000000013,1.9000000000000008
Jackson Browne,0.38309178743961353,-1.0000000000000002,34,11,4.400000000000001,2.100000000000001
The Doobie Brothers,0.5160919540229885,-1.0000000000000002,14,15,2.4000000000000012,2.5000000000000013
Loggins & Messina,0.5,nan,1,0,1.1,1
Orleans,0.6,-1.0,2,2,1.2000000000000002,1.2000000000000002
Manfred Mann,0.5220588235294118,-0.9889691836399032,7,12,1.7000000000000006,2.200000000000001
Yes,0.3814277071990321,-1.0,43,14,5.299999999999998,2.4000000000000012
Elton John,0.3710891089108911,-1.0000000000000002,76,24,8.599999999999987,3.400000000000002
Herbie Hancock,0.49129172714078373,-0.9999999999999998,31,21,4.100000000000002,3.100000000000002
Harold Arlen,0.1111111111111111,nan,8,0,1.8000000000000007,1
Billie Holiday,0.04586362062997577,-1.0000000000000095,106,2,11.599999999999977,1.2000000000000002
Billy Eckstine,0.13253968253968254,-1.0,33,2,4.300000000000002,1.2000000000000002
Dizzy Gillespie,0.18023518769787428,-1.0,61,6,7.099999999999992,1.6000000000000005
Joe Mooney,0.3333333333333333,nan,2,0,1.2000000000000002,1
Ella Fitzgerald,0.08757908757908758,-0.9999999999999936,75,3,8.499999999999988,1.3000000000000003
Sarah Vaughan,0.19607843137254902,-1.0000000000000009,45,5,5.499999999999997,1.5000000000000004
Charlie Parker,0.1515123226288275,-0.9999999999999999,95,8,10.49999999999998,1.8000000000000007
Johnny Hartman,0.43506493506493504,-1.0000000000000004,15,6,2.5000000000000013,1.6000000000000005
Joe Williams,0.4010989010989011,-1.0000000000000002,10,3,2.000000000000001,1.3000000000000003
Johnny Mercer,0.0625,nan,15,0,2.5000000000000013,1
Stan Getz,0.42615384615384616,-0.9999999999999998,18,7,2.8000000000000016,1.7000000000000006
Max Roach,0.1022167487684729,nan,28,1,3.8000000000000025,1.1
Stephanie Mills,0.5378787878787878,-1.0,6,5,1.6000000000000005,1.5000000000000004
Deniece Williams,0.44761904761904764,-0.9999999999999999,10,4,2.000000000000001,1.4000000000000004
The Jones Girls,0.6666666666666666,nan,1,1,1.1,1.1
Ray Charles,0.11721763085399449,-1.0000000000000016,113,7,12.299999999999974,1.7000000000000006
Big Joe Williams,0.09090909090909091,nan,10,0,2.000000000000001,1
John Lee Hooker,0.15079016681299384,-0.9999999999999996,62,5,7.199999999999991,1.5000000000000004
Lightnin' Hopkins,0.07957957957957958,nan,35,1,4.500000000000001,1.1
Compay Segundo,0.07692307692307693,nan,12,0,2.200000000000001,1
Vicente FernÃ¡ndez,0.5444444444444444,-0.9999999999999997,4,5,1.4000000000000004,1.5000000000000004
Luis Miguel,0.5131578947368421,-1.0000000000000002,11,8,2.100000000000001,1.8000000000000007
