Date,Open,High,Low,Close,Turnover,收盘-开盘(a),最高-最低(b)
 2019-05-15,78.7,80.15,78.11,80,7642670,1.2999999999999972,2.0400000000000063
 2019-05-29,80,81,72.11,78.93,7214947,-1.0699999999999932,8.89
 2019-05-30,78.88,78.88,77.48,78.5,3457648,-0.37999999999999545,1.3999999999999915
 2019-05-31,78.48,80,77.69,77.69,3899328,-0.7900000000000063,2.3100000000000023
 2019-06-03,77.78,79.17,77.78,78.72,3605647,0.9399999999999977,1.3900000000000006
 2019-06-04,78.96,79.66,77.6,78.06,3260888,-0.8999999999999915,2.0600000000000023
 2019-06-05,76,76.86,74.35,74.51,4354478,-1.4899999999999949,2.510000000000005
 2019-06-06,74.5,74.97,74.05,74.34,4189809,-0.1599999999999966,0.9200000000000017
 2019-06-10,74.34,75.69,73.34,75.38,3181758,1.039999999999992,2.3499999999999943
 2019-06-11,75.37,77.86,75.14,77.75,4132141,2.3799999999999955,2.719999999999999
 2019-06-12,77.13,77.85,76.7,77.43,2528485,0.30000000000001137,1.1499999999999915
 2019-06-13,77.42,78,76.51,77.83,2173138,0.4099999999999966,1.4899999999999949
 2019-06-14,77.82,78.28,77.31,77.57,2154218,-0.25,0.9699999999999989
 2019-06-17,77.67,78.48,77.02,77.16,2729725,-0.5100000000000051,1.460000000000008
 2019-06-18,77.8,77.87,76.52,77.17,2811107,-0.6299999999999955,1.3500000000000085
 2019-06-19,78.15,78.59,77.59,77.95,3393371,-0.20000000000000284,1.0
 2019-06-20,77.95,79.9,77.66,78.86,6501625,0.9099999999999966,2.240000000000009
 2019-06-21,78.89,79.4,78.6,78.95,4669479,0.060000000000002274,0.8000000000000114
 2019-06-24,78.95,79.77,78.28,79.59,3801343,0.6400000000000006,1.4899999999999949
 2019-06-25,79.61,80.76,79.1,80.71,5486936,1.0999999999999943,1.6600000000000108
 2019-06-26,80.59,81.37,79.9,81.04,3343372,0.45000000000000284,1.4699999999999989
 2019-06-27,80.66,84.08,80.66,83.77,5267620,3.1099999999999994,3.4200000000000017
 2019-06-28,83.8,83.8,82.52,83.42,3445982,-0.37999999999999545,1.2800000000000011
 2019-07-01,84.16,85.5,84.16,84.4,4341558,0.2400000000000091,1.3400000000000034
 2019-07-02,85.28,85.28,84.01,84.9,4166952,-0.37999999999999545,1.269999999999996
 2019-07-03,84.38,84.87,83.6,84.15,4189751,-0.22999999999998977,1.2700000000000102
 2019-07-04,84.08,84.3,82.45,83.22,3785151,-0.8599999999999994,1.8499999999999943
 2019-07-05,83.5,84.79,83.2,84.1,2452958,0.5999999999999943,1.5900000000000034
 2019-07-08,84.1,84.1,80.75,81.9,3599562,-2.1999999999999886,3.3499999999999943
 2019-07-09,81.95,82.97,81.94,82.26,1964227,0.3100000000000023,1.0300000000000011
 2019-07-10,83.17,83.35,81.45,82.09,2185989,-1.0799999999999983,1.8999999999999915
 2019-07-11,82,82.51,80.46,80.71,3223223,-1.2900000000000063,2.0500000000000114
 2019-07-12,81.23,82.16,81.03,81.63,2807489,0.3999999999999915,1.1299999999999955
 2019-07-15,81.59,81.95,79.88,81.57,3921072,-0.020000000000010232,2.0700000000000074
 2019-07-16,81.85,82.13,80.06,80.13,3194955,-1.7199999999999989,2.069999999999993
 2019-07-17,80.05,80.05,77.6,78.02,5154507,-2.030000000000001,2.450000000000003
 2019-07-18,77.8,78.07,76.07,76.54,4501744,-1.259999999999991,2.0
 2019-07-19,76.96,77.4,76.3,76.61,3472822,-0.3499999999999943,1.1000000000000085
 2019-07-22,76.62,77.02,75.54,75.75,3142710,-0.8700000000000045,1.4799999999999898
 2019-07-23,76,77.93,75.71,77.63,5038176,1.6299999999999955,2.220000000000013
 2019-07-24,77.98,78.2,77.27,77.48,2892257,-0.5,0.9300000000000068
 2019-07-25,77.61,78.78,77.21,78.6,3238911,0.9899999999999949,1.5700000000000074
 2019-07-26,78.58,79.49,77.6,77.77,5190488,-0.8100000000000023,1.8900000000000006
 2019-07-29,77.79,78.2,75.85,76.01,6311175,-1.7800000000000011,2.3500000000000085
 2019-07-30,75.81,76.49,75.5,75.75,4766311,-0.060000000000002274,0.9899999999999949
 2019-07-31,75.76,76.3,75.56,75.92,2967323,0.1599999999999966,0.7399999999999949
 2019-08-01,76.1,76.1,75.23,75.72,2875092,-0.37999999999999545,0.8699999999999903
 2019-08-02,75.11,75.48,74.69,75.39,2415629,0.28000000000000114,0.7900000000000063
 2019-08-05,75.3,75.36,74,74.39,2560744,-0.9099999999999966,1.3599999999999994
 2019-08-06,73.4,74.86,73.1,74.7,4685824,1.2999999999999972,1.7600000000000051
 2019-08-07,74.69,75.14,74.3,74.33,2568056,-0.35999999999999943,0.8400000000000034
 2019-08-08,74.63,75.46,74.45,75.28,2158556,0.6500000000000057,1.009999999999991
 2019-08-09,75.38,75.88,74.2,74.3,2756948,-1.0799999999999983,1.6799999999999926
 2019-08-12,74.4,75.65,74.4,75.56,2247379,1.1599999999999966,1.25
 2019-08-13,75.5,76.08,75,76.01,2063354,0.5100000000000051,1.0799999999999983
 2019-08-14,76.3,76.68,75.45,75.7,2353477,-0.5999999999999943,1.230000000000004
 2019-08-15,74.7,75.6,74.26,75.19,2357337,0.4899999999999949,1.3399999999999892
 2019-08-16,75.39,76.25,74.52,75.34,2966276,-0.04999999999999716,1.730000000000004
 2019-08-19,75.4,76.98,75.4,76.73,4491093,1.3299999999999983,1.5799999999999983
 2019-08-20,76.5,78.78,76.36,78,4010609,1.5,2.4200000000000017
 2019-08-21,78.19,78.19,76.85,77.36,2460220,-0.8299999999999983,1.3400000000000034
 2019-08-22,76.95,77.5,76.5,77.3,3133321,0.3499999999999943,1.0
 2019-08-23,77.47,78.77,76.71,77.86,2937548,0.39000000000000057,2.0600000000000023
 2019-08-26,76.85,80,76.52,79.25,5516012,2.4000000000000057,3.480000000000004
 2019-08-27,79.98,80.52,79.2,79.85,5485753,-0.13000000000000966,1.3199999999999932
 2019-08-28,79.56,80.26,78.3,78.7,3858146,-0.8599999999999994,1.960000000000008
 2019-08-29,77.84,77.84,76.51,76.51,7016433,-1.3299999999999983,1.3299999999999983
 2019-08-30,76.52,77.17,76,76.7,5900029,0.18000000000000682,1.1700000000000017
 2019-09-02,76.21,76.59,75.08,76.06,6822398,-0.14999999999999147,1.5100000000000051
 2019-09-03,76.03,76.05,75.21,75.57,4026581,-0.46000000000000796,0.8400000000000034
 2019-09-04,75.54,76.07,75.2,76.06,3849176,0.519999999999996,0.8699999999999903
 2019-09-05,76.1,76.9,75.5,76,6850416,-0.09999999999999432,1.4000000000000057
 2019-09-06,76.18,76.37,75.66,76.1,4330242,-0.0800000000000125,0.710000000000008
 2019-09-09,76.38,76.7,76.01,76.68,4429294,0.30000000000001137,0.6899999999999977
 2019-09-10,76.68,78,76.3,78,8168464,1.3199999999999932,1.7000000000000028
 2019-09-11,78,78.09,76.38,76.51,6649482,-1.4899999999999949,1.710000000000008
 2019-09-12,76.55,76.78,76.21,76.61,3843505,0.060000000000002274,0.5700000000000074
 2019-09-16,76.55,77.78,76.55,77.44,4980760,0.8900000000000006,1.230000000000004
 2019-09-17,77.44,77.7,76.58,76.81,3647137,-0.6299999999999955,1.1200000000000045
 2019-09-18,76.81,77.84,76.81,77.47,3553285,0.6599999999999966,1.0300000000000011
 2019-09-19,77.65,77.7,77.07,77.42,3166271,-0.23000000000000398,0.6300000000000097
 2019-09-20,77.5,78.18,77.05,77.6,5146744,0.09999999999999432,1.1300000000000097
 2019-09-23,77.6,77.61,76.01,76.19,3826188,-1.4099999999999966,1.5999999999999943
 2019-09-24,76.19,76.51,76,76.14,2984381,-0.04999999999999716,0.5100000000000051
 2019-09-25,76.24,79,75.11,77.85,9870993,1.6099999999999994,3.8900000000000006
 2019-09-26,77.84,78.5,76.77,77.08,4677437,-0.7600000000000051,1.730000000000004
 2019-09-27,76.35,77.08,76.06,76.46,2550465,0.10999999999999943,1.019999999999996
 2019-09-30,76.46,76.8,76.02,76.05,1763786,-0.4099999999999966,0.7800000000000011
 2019-10-08,76.04,77.16,76,76.79,2216974,0.75,1.1599999999999966
 2019-10-09,76.8,76.8,75.74,76.2,2528940,-0.5999999999999943,1.0600000000000023
 2019-10-10,76.08,76.19,75.35,75.55,3503785,-0.5300000000000011,0.8400000000000034
 2019-10-11,75.77,76.12,75.4,76.07,2727881,0.29999999999999716,0.7199999999999989
 2019-10-14,78.1,83.68,77.62,83.68,23122636,5.5800000000000125,6.060000000000002
 2019-10-15,83.71,86.19,83.71,84.62,12565502,0.9100000000000108,2.480000000000004
 2019-10-16,84.49,85.63,81.8,82.09,11050026,-2.3999999999999915,3.8299999999999983
 2019-10-17,82.6,82.8,81.21,81.58,8047582,-1.019999999999996,1.5900000000000034
 2019-10-18,82.2,82.34,79.55,79.85,9364116,-2.3500000000000085,2.7900000000000063
 2019-10-21,79.98,81.68,79.5,81.27,8610873,1.289999999999992,2.180000000000007
 2019-10-22,80.94,82.54,80.6,81.49,5157852,0.5499999999999972,1.940000000000012
 2019-10-23,81.47,82.44,80.3,80.8,4469347,-0.6700000000000017,2.1400000000000006
 2019-10-24,80.95,81.17,79.5,80,4027624,-0.9500000000000028,1.6700000000000017
 2019-10-25,80.01,81.69,79.48,80.78,3934253,0.769999999999996,2.2099999999999937
 2019-10-28,81.4,81.97,80,80.78,7487379,-0.6200000000000045,1.9699999999999989
 2019-10-29,82.1,88.1,82.1,87.2,18732576,5.1000000000000085,6.0
 2019-10-30,85.99,86.98,83.3,84,10835965,-1.9899999999999949,3.680000000000007
 2019-10-31,84.96,88,84.09,86.55,10228551,1.5900000000000034,3.9099999999999966
 2019-11-01,85.5,87.86,84.8,86.71,7671462,1.2099999999999937,3.0600000000000023
 2019-11-04,86.82,91,86.8,89.34,10213558,2.5200000000000102,4.200000000000003
 2019-11-05,90,92.47,89.02,90.04,11088644,0.04000000000000625,3.450000000000003
 2019-11-06,90.54,90.58,88.3,88.52,7208726,-2.0200000000000102,2.280000000000001
 2019-11-07,88.89,91.6,88.86,90.53,5698658,1.6400000000000006,2.739999999999995
 2019-11-08,90.63,91.4,89.2,89.6,4998079,-1.0300000000000011,2.200000000000003
 2019-11-11,89.13,90.19,87.57,88.14,5326597,-0.9899999999999949,2.6200000000000045
 2019-11-12,87.5,90.29,87.5,90.08,6109973,2.5799999999999983,2.7900000000000063
 2019-11-13,90.3,91.5,89.4,89.8,5580932,-0.5,2.0999999999999943
 2019-11-14,89.65,90.5,89.23,89.84,3353662,0.18999999999999773,1.269999999999996
 2019-11-15,89.69,90.39,88.35,88.75,4457322,-0.9399999999999977,2.0400000000000063
 2019-11-18,89.15,93.2,89.05,92.33,8115695,3.1799999999999926,4.150000000000006
 2019-11-19,92.25,94.8,92,93.99,5673410,1.7399999999999949,2.799999999999997
 2019-11-20,93.8,94.49,93.19,93.52,3478555,-0.28000000000000114,1.2999999999999972
 2019-11-21,93.02,94.88,91.58,92.7,6453597,-0.3199999999999932,3.299999999999997
 2019-11-22,92.63,92.88,89.55,90.16,6088316,-2.469999999999999,3.3299999999999983
 2019-11-25,90.17,90.76,88,88.84,5207843,-1.3299999999999983,2.760000000000005
 2019-11-26,89.35,92.37,89.3,91.13,6358660,1.7800000000000011,3.0700000000000074
 2019-11-27,90.9,90.9,89.01,89.79,3614420,-1.1099999999999994,1.8900000000000006
 2019-11-28,89.77,90.4,89.08,90.2,2394447,0.4300000000000068,1.3200000000000074
 2019-11-29,90.21,90.21,86.05,87.9,7521716,-2.309999999999988,4.159999999999997
 2019-12-02,87.5,87.6,85.8,86.38,4527467,-1.1200000000000045,1.7999999999999972
 2019-12-03,86.33,87.22,85.36,86.75,3370246,0.4200000000000017,1.8599999999999994
 2019-12-04,86.48,87.66,86.48,86.86,2351160,0.37999999999999545,1.1799999999999926
 2019-12-05,86.86,88.18,86.64,87.09,2704440,0.23000000000000398,1.5400000000000063
 2019-12-06,87.01,87.6,86.51,87.25,3034801,0.23999999999999488,1.0899999999999892
 2019-12-09,87.35,87.45,85.48,86.24,4280839,-1.1099999999999994,1.9699999999999989
 2019-12-10,85.91,86.35,85.25,86.29,2710357,0.38000000000000966,1.0999999999999943
 2019-12-11,86.29,86.35,84.8,85.12,3060840,-1.1700000000000017,1.5499999999999972
 2019-12-12,85,85.28,84.63,84.65,2365409,-0.3499999999999943,0.6500000000000057
 2019-12-13,85.17,86.47,84.65,85.84,5511924,0.6700000000000017,1.8199999999999932
 2019-12-16,86.08,87.43,85.66,87.41,4247704,1.3299999999999983,1.7700000000000102
 2019-12-17,87.42,87.75,86.63,87.7,4168104,0.28000000000000114,1.1200000000000045
 2019-12-18,87.39,87.47,86.12,86.3,4064173,-1.0900000000000034,1.3499999999999943
 2019-12-19,86.29,87.15,86.12,86.81,2393563,0.519999999999996,1.0300000000000011
 2019-12-20,86.81,87,86.28,86.4,2640326,-0.4099999999999966,0.7199999999999989
 2019-12-23,86.39,87.59,85.6,86.46,3320739,0.06999999999999318,1.990000000000009
 2019-12-24,86.4,88.5,86.3,87.95,3942109,1.5499999999999972,2.200000000000003
 2019-12-25,87.9,89.62,87.76,88.54,4060719,0.6400000000000006,1.8599999999999994
 2019-12-26,88.61,88.61,87.33,87.99,2844674,-0.6200000000000045,1.2800000000000011
 2019-12-27,87.98,88.01,87.12,87.66,2889543,-0.3200000000000074,0.8900000000000006
 2019-12-30,87.51,88.18,86.5,88.1,3967664,0.5899999999999892,1.6800000000000068
 2019-12-31,88,89.86,88,89.43,4506577,1.4300000000000068,1.8599999999999994
 2020-01-02,90,90.1,88.76,89.31,5386776,-0.6899999999999977,1.3399999999999892
 2020-01-03,89.36,90.1,88.88,89.1,3646838,-0.2600000000000051,1.2199999999999989
 2020-01-06,88.47,89,88,88.06,4578135,-0.4099999999999966,1.0
 2020-01-07,87.94,88.88,87.93,88.56,2960247,0.6200000000000045,0.9499999999999886
 2020-01-08,88.5,88.5,87.06,87.53,2983975,-0.9699999999999989,1.4399999999999977
 2020-01-09,87.52,89.25,87.52,89.2,4311848,1.6800000000000068,1.730000000000004
 2020-01-10,89.21,89.97,88.09,88.77,2868272,-0.4399999999999977,1.8799999999999955
 2020-01-13,88.77,88.96,87.09,88.88,3698139,0.10999999999999943,1.8699999999999903
 2020-01-14,89,89.47,88.37,88.44,2360252,-0.5600000000000023,1.0999999999999943
 2020-01-15,88.07,89,87.79,88.23,2358349,0.1600000000000108,1.2099999999999937
 2020-01-16,88.23,88.6,87.85,88.1,2679945,-0.13000000000000966,0.75
 2020-01-17,88.1,88.39,86.75,87.16,3369887,-0.9399999999999977,1.6400000000000006
 2020-01-20,87.58,88.88,86.85,88.16,4055044,0.5799999999999983,2.030000000000001
 2020-01-21,88.17,92,88.17,90.18,9411860,2.010000000000005,3.8299999999999983
 2020-01-22,90.58,90.59,87.33,88.17,4947339,-2.4099999999999966,3.260000000000005
 2020-01-23,88.15,88.48,85.65,86.6,5909210,-1.5500000000000114,2.8299999999999983
 2020-02-03,77.98,83.49,77.98,78.96,6973300,0.9799999999999898,5.509999999999991
 2020-02-04,79.76,82.58,79.76,82.33,6433435,2.569999999999993,2.819999999999993
 2020-02-05,82.27,85.68,82,85.6,6691528,3.3299999999999983,3.680000000000007
 2020-02-06,85.63,86.45,84.57,85.9,6890139,0.27000000000001023,1.8800000000000097
 2020-02-07,85.9,85.9,83.16,84.4,5032827,-1.5,2.740000000000009
 2020-02-10,84.14,84.14,82.5,83.44,6618612,-0.7000000000000028,1.6400000000000006
 2020-02-11,83.24,84,82.35,83.7,6769568,0.46000000000000796,1.6500000000000057
 2020-02-12,83.65,83.65,82.3,83.29,6518788,-0.35999999999999943,1.3500000000000085
 2020-02-13,83.17,83.17,82.11,82.33,4512730,-0.8400000000000034,1.0600000000000023
 2020-02-14,82.12,82.72,81.23,81.89,6162120,-0.23000000000000398,1.4899999999999949
 2020-02-17,81.5,82.69,81.38,82.69,5667538,1.1899999999999977,1.3100000000000023
 2020-02-18,83.08,83.49,82.08,82.78,5720471,-0.29999999999999716,1.4099999999999966
 2020-02-19,82.78,82.98,81.8,82.05,3418152,-0.730000000000004,1.1800000000000068
 2020-02-20,82,83.98,81.73,83.49,6185952,1.4899999999999949,2.25
 2020-02-21,83.33,83.88,82.64,83.19,4482570,-0.14000000000000057,1.2399999999999949
 2020-02-24,84,84,82.8,83.06,5023019,-0.9399999999999977,1.2000000000000028
 2020-02-25,82.48,83.79,82,82.92,4715274,0.4399999999999977,1.7900000000000063
 2020-02-26,82.33,82.33,80.88,81.09,5874272,-1.2399999999999949,1.4500000000000028
 2020-02-27,81.33,81.96,80.43,80.66,3923232,-0.6700000000000017,1.529999999999987
 2020-02-28,79.04,80.3,77.6,78.69,6034317,-0.3500000000000085,2.700000000000003
 2020-03-02,78.68,80.24,78.4,80.2,5183977,1.519999999999996,1.8399999999999892
 2020-03-03,80.35,81.2,79.77,79.83,6935468,-0.519999999999996,1.4300000000000068
 2020-03-04,79.94,80.53,78.92,80.41,5205418,0.46999999999999886,1.6099999999999994
 2020-03-05,80.5,82,80,82,7919065,1.5,2.0
 2020-03-06,81.36,82.72,81.03,81.2,4803669,-0.1599999999999966,1.6899999999999977
 2020-03-09,81,81,78.9,79.16,4893682,-1.8400000000000034,2.0999999999999943
 2020-03-10,78.6,80.57,77.68,79.41,5304949,0.8100000000000023,2.8899999999999864
 2020-03-11,79.45,79.8,78.68,78.95,2903100,-0.5,1.1199999999999903
 2020-03-12,78.6,78.6,76.89,77.16,5404496,-1.4399999999999977,1.7099999999999937
 2020-03-13,75.02,76.24,73.84,74.79,8189547,-0.22999999999998977,2.3999999999999915
 2020-03-16,75.35,77.89,74.22,74.43,7433178,-0.9199999999999875,3.6700000000000017
 2020-03-17,74.11,75.2,71,74.72,7256431,0.6099999999999994,4.200000000000003
 2020-03-18,74.72,77.77,73.69,75.6,7257653,0.8799999999999955,4.079999999999998
 2020-03-19,75.01,76.71,74.55,75.1,5330146,0.0899999999999892,2.1599999999999966
 2020-03-20,75.32,77.68,74.29,76.7,7342596,1.3800000000000097,3.3900000000000006
 2020-03-23,75.88,77.15,75.4,76.3,4362311,0.4200000000000017,1.75
 2020-03-24,76.61,78.07,76.61,77.93,5574137,1.3200000000000074,1.4599999999999937
 2020-03-25,79.5,79.86,78.24,78.72,4405826,-0.7800000000000011,1.6200000000000045
 2020-03-26,78.72,78.72,78.72,78.72,0,0.0,0.0
"
"
a的均值,a的方差,a(均值/方差),b的均值,b的方差,b(均值/方差)
0.07921146953405052,1.9432274152402895,0.04076284068082461,2.073942652329751,1.3750916479728974,1.5082214013786428
