GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude
{38994878-498E-4CDE-B4CE-2B0D581A19C5},2020-4-7 0:00,"4/07/20. We prefer not to risk going close to eat, but my husband thought it was a mouse and put a trap at first, until he saw it was a big giant bee today and left immediately. We were advised to call you.",Unverified,Hmm... could also be a queen bumble bee or many of our native wood wasps.,2020-4-7 0:00,47.637224,-122.700911
{5F24255E-DACB-4FA1-A445-E084F631A843},2019-9-18 0:00,I am not sure if this is this particular hornet but it is the biggest thing we have ever seen.   It was at our cabin in Eatonville last September.   I kept a picture because I wanted to try and find out what it was and have been unsuccessful.  It was abo,Unverified, ,2020-4-7 0:00,46.900618,-122.274347
{DA399673-4CAD-40B7-97F8-52304BFF3845},2019-9-7 0:00,"I don’t remember exact date but I definitely saw this hornet around late summer/early autumn. I didn’t get a photo of it unfortunately, but I am absolutely certain this is what I saw. I didn’t kill it because I unfortunately didn’t know at the ti",Unverified, ,2020-4-7 0:00,47.64322,-122.31986
{9E46DAE2-B75E-4708-94F8-54FFB3D867C3},2018-6-22 0:00,I've seen two in Ephrata between 2017-2018,Unverified, ,2020-4-7 0:00,47.318978,-119.557481
{BEE96943-A647-46B0-85FA-6B02B961D195},2020-4-7 0:00,"was in my house in Spokane, WA",Negative ID,"A paper wasp, Polistes dominula",2020-4-7 0:00,47.708791,-117.472206
{19E73846-F24B-4F31-9DD7-0FC59329434E},2019-9-1 0:00,It was a big long  wasp with golden yellow stripes. They would stick a barb from inside there abdomen into this one tree and get stuck and die. I saw about 4 get stuck in the same tree.,Unverified, ,2020-4-7 0:00,47.222441,-122.397369
{C5B128DB-5AFA-4BEE-932C-C0CE907803E7},2019-7-26 0:00,We were able to kill one of them and later saw at least 2 more that same day.,Unverified, ,2020-4-7 0:00,47.541072,-120.282015
{AED5EB6F-DB33-4970-AEA0-100840AB6460},2020-4-7 0:00,"I was in my back yard in Snohomish. A very large insect flew past me, at a distance of about 7 feet. Since it was in the air and moving rapidly I was unable to take a photo. It may not have been one of these wasps, but the size startled me.",Unverified, ,2020-4-7 0:00,48.006687,-121.982158
{934B1425-2699-4768-8373-EF66CDBAC631},2015-5-3 0:00,"Interesting that this comes up now.  About 5 years ago, I was talking to someone on the West side of Holland Library in Pullman.  I believe I saw one of these wasps getting nectar out of vine maple blossoms.  It was VERY large and was bright orange with",Unverified, ,2020-4-7 0:00,46.730802,-117.163984
{04A51FB3-705E-46B4-B80F-B3A29135B518},2020-4-8 0:00,"100% caught one in my house last week, Everett, WA. I was shocked at the size, bigest wasp I had ever seen. Threw it outside alive.",Unverified, ,2020-4-8 0:00,47.941026,-122.235926
{044EEB7B-71E6-42B4-91BB-32CEC22E9F5B},2019-7-28 0:00,"The following is a copy of an email that I sent to Dr. Chris Looney (CLooney@agr.wa.gov) on December 21 at 1:45 PM    Hello Dr. Looney,  I saw the article on KOMO about the Asian giant hornet that was found in Blaine. This reminded me of a similar sighti",Unverified, ,2020-4-8 0:00,47.73284,-122.17959
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-7-13 0:00,"We weren’t sure what these were, but they are huge and we had never seen anything like them. We saw them in Crescent Bar by the swimming pools.",Negative ID,These are native cicada killer wasps.,2020-4-8 0:00,47.221882,-119.99443
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-9-12 0:00,"Hello! This 'wasp' type insect bit my husband and I last Sept.  I grew up in the PNW, am a longtime gardener and have never seen anything like this.  I don't know if this is the hornet that you are referring to but it looks very familiar.  It was huge an",Negative ID,"This one is a native predatory wasp, Sphex ichneumoneus.",2020-4-8 0:00,47.328,-122.58004
{47BBB2BB-2996-4BF5-8329-73F28A7E5778},2019-4-20 0:00,We were at flower world shopping for fruit trees and there was a hornet about three inches large up in the rafters of the far east building next to the fruit trees.  I did not take a photo as I don't usually carry phone with me but there were others ther,Unverified, ,2020-4-8 0:00,47.8062,-122.1048
{931A8E3E-9FE2-4271-A386-867C76516779},2019-1-20 0:00,"This is the cicada killer, either Sphecius grandis or Sphecius convallis.",Negative ID, ,2020-4-8 0:00,46.491849,-117.085127
{CE1A6C29-2394-48A7-A17F-0DFCF709954E},2020-4-8 0:00,I spotted two hornets on my patio umbrella. I was not able to get a picture of them,Unverified, ,2020-4-8 0:00,47.288518,-122.252099
{AA6AE74F-0C8D-473E-9060-30C2CE574D59},2020-4-8 0:00,Yes I saw a large bee looking bug flying around my Japanese maple yesterday Thought it was a large wasp,Unverified, ,2020-4-8 0:00,47.62986,-120.68945
{3AA62A75-F0A9-4DA2-B846-16A4325603D0},2020-4-7 0:00, ,Unverified, ,2020-4-8 0:00,47.473632,-122.106425
{620598A3-EE9C-4E4C-BAEC-39327473CF01},2020-4-3 0:00,I didn’t capture a picture but it was absolutely massive. I’ve never seen a bee that large in WA and I’ve lived here for 29 years!,Unverified, ,2020-4-8 0:00,47.440059,-122.220459
{0752FE56-5D25-489F-AC37-86E6FB0196AA},2019-7-8 0:00,Was driving by soap lake and got hit in the head by one.,Unverified, ,2020-4-8 0:00,47.530211,-119.492792
{1A098A5A-81AA-4721-A8A2-2CC8FD080895},2020-4-7 0:00,Biggest hornet we have ever seen. Saw two of them,Unverified, ,2020-4-8 0:00,47.568036,-122.639598
{D50C4D53-441D-4FFD-93D8-DBB6ED4FADCF},2020-4-6 0:00,I saw this trying to start a nest on the eve of my garage door. I hit it 3 times with a broom until it finally left. I have not seen it since then. It was 1 1/2 to 2 inches in length.,Negative ID,This was not like to be an Asian giant hornet. They do not form nests in the eaves.,2020-4-8 0:00,48.548358,-122.31711
{71F72F7D-8270-4544-BC0F-B219CAFA123F},2018-8-16 0:00,I can’t find a picture but these are definitely non native hornets. I think they’re European hornets. 2018 is the first year I started seeing them. Some bee keepers store hives on our property. I might have a specimen and will send a picture if I fin,Unverified, ,2020-4-8 0:00,46.500337,-117.774936
{AC3FE194-329E-4758-841D-88A6B2692211},2020-4-5 0:00,No photo.  Was large hornet with orange/yellow head,Unverified, ,2020-4-8 0:00,48.731977,-122.691497
{63BBFFBD-73DB-4CC9-AD84-42AB0FE8DE56},2018-7-20 0:00,"I killed this in my back yard a couple years ago. Didn’t think anything of it until I just read your article. Not sure if it’s a Asian giant hornet, but figure I would share.",Negative ID,"Thanks for your submission! This one is a native species, either Sphecius grandis or Sphecius convallis.",2020-4-8 0:00,46.729429,-120.556863
{F3A14E04-0477-4C40-A87F-88ACC6D13869},2020-4-8 0:00,Several huge wasps flying around our rooftop deck area. Bigger than usual as we had a nest last year to compare too.,Unverified, ,2020-4-8 0:00,47.513367,-122.389528
{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},2019-8-8 0:00,It was the only one located and was put into a pickle jar - the hand holding the jar is an adult females hand,Negative ID,"Thanks for your submission! This one is a native species, either Sphecius grandis or Sphecius convallis.",2020-4-9 0:00,46.535196,-117.084754
{816D3E16-A9C7-4721-98E3-98244720AFCD},2020-4-9 0:00,It was very large and distinctive. I am allergic to bees so my first instinct was to get away not take a picture unfortunately. I have never seen such a large bee.,Unverified, ,2020-4-9 0:00,46.713962,-117.173186
{ECAB40CB-30D1-4A69-960F-D1DF0FA08F06},2019-8-24 0:00,"I think I had two of these in my yard this last summer. I do not recall the exact date or time, just late summer on a weekend getting the yard ready for fall. I couldn't figure out what it was and didn't look like a mud wasp or anything I had seen before",Unverified, ,2020-4-9 0:00,47.721485,-122.054518
{04A35B46-D137-4428-AB36-AACD8E1FCB7F},2020-4-9 0:00, ,Unverified, ,2020-4-9 0:00,47.749228,-122.338696
{ACF693FD-9B22-42F9-9762-AAF8A782FE4A},2020-4-9 0:00,Over the last 2 Summers I have notice a large hornet nesting in the ground where a garden was located.  They look similar to the Asian Hornet and do not seem aggressive.  These ground nest are next to a home and would prefer to have them erradicated if p,Unverified, ,2020-4-9 0:00,47.770075,-122.264719
{B757C1C4-1B6E-4DF2-873B-FE0E670321EB},2020-4-9 0:00,I saw similar bees to this pictures yesterday when I was outside in my yard.,Unverified, ,2020-4-9 0:00,47.67887,-122.20664
{7BCD90C8-1CAE-4214-B4E5-F90A0F759F10},2019-6-20 0:00,Saw a few flying around my house at separate times. They were huge so I looked them up. . Meant to call last year but got distracted.,Unverified, ,2020-4-9 0:00,47.351682,-122.088907
{24787530-CACF-4C09-AD57-32E3B0127F56},2020-4-9 0:00, ,Unverified, ,2020-4-9 0:00,46.612154,-123.95825
{D0ACA64D-2369-4D88-954B-F864FFFA649F},2020-4-9 0:00,A giant wasp landed on my arm while I was walking on mallon street. I quickly brushed it off as it landed but I was massive with a big orange head and I remember thinking I've never seen a bee with such huge orange head.,Unverified, ,2020-4-9 0:00,47.665299,-117.42232
{DA2999E6-B8F3-4BE9-B9E3-CB52F8F1C1DC},2019-7-6 0:00, ,Unverified, ,2020-4-9 0:00,46.940812,-119.963979
{FBAC17E5-3BBE-45B6-ABD8-AE1BF88C632E},2018-7-14 0:00,THIS DATE IS AN ESTIMATE. IT WAS TWO YEARS AGO DURING THE SUMMER. IT DEVOURED A BEE IN FRONT OF ME WHICH IS WHY I REMEMBER IT. I WAS SHOCKED BUT DIDN'T KNOW WHAT IT WAS? THEN I SAW THIS ON THE NEWS..,Unverified, ,2020-4-9 0:00,47.822687,-122.343588
{EFB94730-2810-4BBB-A708-66AAA805E857},2020-4-9 0:00,i read the article on them about a week ago and noticed these abnormally big looking bees outside my window and made me curious because they were messing around with the small looking hives i have seen before that are usually around houses. i did not not,Negative ID,"Polistes dominula, a paper wasp!",2020-4-9 0:00,47.005477,-122.919675
{EAED92ED-D462-4BD1-9821-7F42D1055491},2019-9-30 0:00,"I live on the Saanich Peninsula of Vancouver Island.  Last fall, roughly late September, I saw one of these in my garden and made note of it in my garden diary.  I have lived in the PNW for over 60 years and have never before come across such a remarkabl",Unverified, ,2020-4-9 0:00,48.66002,-123.396765
{330DF5BF-042A-43C3-97F3-5D5D3A6576A0},2019-10-30 0:00, ,Unverified, ,2020-4-10 0:00,47.241065,-122.269603
{28514DE9-92C7-45EB-A399-F9F9B0B280A7},2020-4-11 0:00,Seen twice last few days,Unverified, ,2020-4-11 0:00,47.38077,-122.65212
{DF8041A1-A4C4-40F5-898E-775A7A6E5DB5},2020-4-10 0:00,Flying past us near our house. Did not find a nest. We have many wild honeybee nests all around us. Last year found a huge pile of honeybees in our pasture dead and dying on the ground. I do have pictures but will have to search for them.,Unverified, ,2020-4-11 0:00,46.521513,-117.012612
{192333AB-76D4-4536-B46F-D38F850C5536},2020-4-11 0:00,"Had a hive that was starting to do its spring activity.  Yesterday, no bees anywhere.  Still lots of honey in the hive.  Could this be the Wasp?  On the county line Snohimish/Skagit on hwy 530.",Unverified, ,2020-4-11 0:00,48.096743,-120.458737
{4AA1D6E7-90B2-44E8-80F1-F0981E70BADC},2020-4-8 0:00,"I saw the very large hornet ""sniffing"" around one of my potted climbing roses. I live on the 9th floor of an apartment building in Bellevue, WA. We are East facing over the 405 freeway near Bellevue City Hall. It was so large it was rather startling and",Unverified, ,2020-4-11 0:00,47.613333,-122.19203
{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020-4-12 0:00,Was dead on the ground..looked like it had Larvae.  Large park across the street,Negative ID,This is a nice fat beetle larva.,2020-4-12 0:00,48.14981,-123.13306
{D6105319-F8F8-4E29-AC72-64BBCB08833A},2020-4-2 0:00,"Saw this one who spent the morning either on the dirt or flying under my house, back and fort.   My wife was alarmed and gave me the electric swatted.   I went out and zapped it a few time before it quit moving. I remember seeing a giant stinger and was",Unverified, ,2020-4-12 0:00,48.291902,-122.521527
{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-4-11 0:00,"My initial thought was, ""this looks like a huge bumblebee. It was sluggish, appx. 1.25"" long, and I moved it from patio to lawn.  I don't believe it's the Asian hornet, but would like to know if you can identify it. Is it dangerous?",Negative ID,"It is a huge bumble bee! This is a native Bombus vosnesenskii. The queens are active this time of year searching for sites to start their colony. Not dangerous, unless you are one of the very rare people that is truly allergic to bumble bees stings. Also",2020-4-12 0:00,47.859496,-122.26428
{DB1012D6-4C92-4F0C-8086-32929E1AB020},2020-4-12 0:00,Saw a giant hornet flying near our porch. Did not bother us but was investigating an area where we commonly have other wasps.,Unverified, ,2020-4-13 0:00,47.676217,-122.113955
{EF5051F6-1E6D-4A21-8F1C-A045E3DA56B4},2020-4-10 0:00,"My girlfriend was digging a flower bed behind the house and one of these giant hornets came out of the dirt and flew past her, it looked like it might have been a mole tunnel that it came from.",Unverified, ,2020-4-13 0:00,47.946801,-122.245689
{731D1EAC-C846-44A3-8780-3F9AF2568E54},2020-4-11 0:00,"Sorry, we don't have a photo, but my husband and I were sitting on our deck in Sammamish and a VERY large bumble bee flew around us for several minutes. It was bigger than any we've seen before. Then on Saturday night, we had to take our dog to an emerge",Unverified, ,2020-4-13 0:00,47.562359,-122.038914
{9700CFCE-AA79-46D4-B495-5C51ECEF3C55},2020-4-13 0:00,"Over an inch long. I have single-paned windows and I only noticed my window thumping because I thought it was wind. It was this bug flying into the window repeatedly. I thought the time of day was strange, along with it’s size. It was not not skinny.",Negative ID,"This is one of the yellowjacket species, but I cannot see it quite well enough to know which one. Not an Asian giant hornet though!",2020-4-13 0:00,48.74478,-122.478403
{6837DBE5-8CB1-4913-A743-2B78C25D69AE},2020-4-12 0:00,it was bumping around my house.  (I'd left the door open). I caught it in a glass to release it and thought it was so weird looking I'd save it to show the grandkids but it was so angry I released it.  then THIS morning I saw the information identifying,Unverified, ,2020-4-13 0:00,47.916729,-124.530363
{E3C77A6C-8557-4CE0-AE46-EA14D63AC2BF},2020-4-10 0:00,"Very large wasp that landed on my window ledge, see picture.  I did not know at the time to look for an orange face, I don't know what the face color was.  The window ledge is about 3 inches",Negative ID,"Polistes sp., a paper wasp.",2020-4-13 0:00,47.665515,-122.33873
{2A65F013-7959-4B25-8D35-305012D6FF20},2020-4-12 0:00,"Couldn’t get a photo. It was 0.5-1” long and looked like a bee, not as much like a wasp, but not one I had ever seen before. It was buzzing around in a back corner of our yard close to the ground",Unverified, ,2020-4-13 0:00,47.669197,-122.289611
{E5AE6B3E-FB11-46CC-866F-D6B948BAEB8C},2019-8-15 0:00,"I am a geologist, was working on a geotechnical exploration in Fife and an asian giant hornet came up to inspect me and landed momentarily a few feet away. I did not realize they were invasive at the time but feel positive in my identification because I",Unverified, ,2020-4-13 0:00,47.243563,-122.340564
{DD71ED42-A272-45E1-A482-4306ED14D9CA},<Null>,"Saw this beast (fo sho!!) in our sun room last summer. It flew in, I freaked and it flew out. Recognized from TV show.",Unverified, ,2020-4-13 0:00,48.493971,-122.629183
{7B407363-24DF-4E47-A515-5480DA03FB8B},2020-3-4 0:00,"I am not sure what this is, but I saw this on my living room wall one evening.  I had returned from visiting my daughter in Tx  on Feb 11, 2020,  who had been in Thailand in January.",Negative ID,A species of ichneumonid wasp,2020-4-13 0:00,47.634119,-122.646627
{A2E73DE8-D26A-4BC8-A32D-D8E3268F2DEF},2020-4-6 0:00,"I was watering my plants at the windowsill when I heard a buzzing sound and a giant wasp was flying around the window and actually bumped into it. It was hovering for about 10-15 seconds before flying away, and before I could capture a photo. I was compl",Unverified, ,2020-4-13 0:00,48.736447,-122.46473
{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-4-14 0:00,"Walking in our field observed these bugs hovering around the ground, & then going into holes.  I’m not sure they’re Asian hornets, because they’re the approximate size of a honey bee.",Negative ID,"Native digger bees, harmless and beneficial!",2020-4-14 0:00,47.643943,-122.623737
{72428E4E-60A7-4273-9CC4-A53979B7DCEC},2020-4-14 0:00,I saw it on my back porch screen door. However it flew off before I was able to take a photo.,Unverified, ,2020-4-14 0:00,48.734703,-122.668193
{22543402-23E2-431F-A1DC-6B91DFAEAB95},2020-4-12 0:00,Looked dead or dying. Pretty sure it was an Asian hornet. Had the reddish/orange color and was in about 1.5 inches long,Unverified, ,2020-4-14 0:00,47.639437,-122.385481
{EEAF1516-EB51-4D23-8F05-ACD23C94F583},2017-6-1 0:00,"I tried to report some sightings a few years ago and nobody got back to me.  I used to deliver packages for FedEx and there is a street where I saw one of these on 3 different occasions.  Don’t have a photo, but I describe as huge and dark orange.",Unverified, ,2020-4-14 0:00,48.06114,-122.1769
{6A797976-1323-4D8E-B652-6B5422FFE2BA},2020-4-13 0:00,"Our AWESOME dog caught and chewed this monster hornet, so it has saliva and mud on the body. My son severed the neck - as it was writhing. I have saved it to submit if someone wants it.",Negative ID,"Hard to be sure, but this looks like a bumble bee",2020-4-14 0:00,48.588408,-122.409922
{936ED6CF-642D-4FBD-9AC9-69BED4D4109C},2013-8-31 0:00,"Photo taken August of 2013 at Moran State Park. Massive hornet/wasp whose stinger was close to an inch long. In the photo the stinger is kind of hidden behind the wing, but the stinger extends past it a bit.",Negative ID,Native wood wasp.,2020-4-14 0:00,48.653248,-122.850697
{C688F9E8-0014-422F-B86F-14F3492DE339},2020-4-10 0:00,Was sitting still on the porch upper eaves about 4 feet from an actively yellow jacket hive being built it was the biggest bee I have ever seen with the orange color. I didn't realize what it was,Unverified, ,2020-4-14 0:00,47.152745,-119.367377
{A9AAD4EC-96BB-4C80-8AA8-33E29E113F7B},2020-4-12 0:00,The stinger was half as long as the body. It hovered over me as I sat there. The head looked like it had a small helmet on. Then it flew away.,Unverified, ,2020-4-14 0:00,48.03966,-122.7768
